lng,lat,v
118.330581,27.05624,31
118.339564,27.05624,26
118.348547,27.05624,18
118.35753,27.05624,13
118.366513,27.05624,8
118.375497,27.05624,6
118.38448,27.05624,4
118.393463,27.05624,4
118.402446,27.05624,4
119.264829,27.05624,4
119.273812,27.05624,4
119.336694,27.05624,4
119.345677,27.05624,4
119.35466,27.05624,5
119.363643,27.05624,5
119.372627,27.05624,4
119.38161,27.05624,4
119.390593,27.05624,4
119.471441,27.05624,4
119.489408,27.05624,4
119.498391,27.05624,5
119.507374,27.05624,6
119.516357,27.05624,7
119.52534,27.05624,9
119.534323,27.05624,10
119.543306,27.05624,10
119.55229,27.05624,9
119.561273,27.05624,7
119.570256,27.05624,6
119.579239,27.05624,5
119.588222,27.05624,5
119.597205,27.05624,5
119.606189,27.05624,5
119.615172,27.05624,7
119.624155,27.05624,8
119.633138,27.05624,10
119.642121,27.05624,11
119.651104,27.05624,12
119.660087,27.05624,13
119.669071,27.05624,12
119.678054,27.05624,10
119.687037,27.05624,8
119.69602,27.05624,5
119.705003,27.05624,4
119.713986,27.05624,4
119.785852,27.05624,4
119.803818,27.05624,4
119.830767,27.05624,4
119.848734,27.05624,4
119.857717,27.05624,4
119.8667,27.05624,4
119.875683,27.05624,4
120.190093,27.05624,4
120.199077,27.05624,4
120.20806,27.05624,5
120.217043,27.05624,6
120.226026,27.05624,7
120.235009,27.05624,9
120.243992,27.05624,11
120.252976,27.05624,12
120.261959,27.05624,16
120.270942,27.05624,21
120.279925,27.05624,24
120.288908,27.05624,22
120.297891,27.05624,16
120.306874,27.05624,12
120.315858,27.05624,8
120.324841,27.05624,5
120.333824,27.05624,4
121.950791,27.05624,4
121.959775,27.05624,4
122.292151,27.05624,4
122.301134,27.05624,4
122.310118,27.05624,4
122.579612,27.05624,4
122.588595,27.05624,4
122.597578,27.05624,4
122.606562,27.05624,4
122.705376,27.05624,4
122.714359,27.05624,4
122.723343,27.05624,4
122.732326,27.05624,4
122.903006,27.05624,4
122.911989,27.05624,4
122.920972,27.05624,5
122.929955,27.05624,6
122.938938,27.05624,7
122.947921,27.05624,5
122.956905,27.05624,7
118.249732,27.06424,4
118.258716,27.06424,4
118.267699,27.06424,6
118.276682,27.06424,8
118.285665,27.06424,11
118.294648,27.06424,17
118.303631,27.06424,21
118.312614,27.06424,27
118.321598,27.06424,27
118.330581,27.06424,25
118.339564,27.06424,20
118.348547,27.06424,16
118.35753,27.06424,11
118.366513,27.06424,8
118.375497,27.06424,6
118.38448,27.06424,5
118.393463,27.06424,4
118.402446,27.06424,4
119.264829,27.06424,4
119.273812,27.06424,4
119.282795,27.06424,4
119.291778,27.06424,4
119.300761,27.06424,4
119.309744,27.06424,4
119.318728,27.06424,4
119.327711,27.06424,4
119.336694,27.06424,4
119.345677,27.06424,4
119.35466,27.06424,5
119.363643,27.06424,4
119.372627,27.06424,4
119.38161,27.06424,4
119.390593,27.06424,4
119.471441,27.06424,4
119.480424,27.06424,4
119.489408,27.06424,4
119.498391,27.06424,5
119.507374,27.06424,7
119.516357,27.06424,9
119.52534,27.06424,10
119.534323,27.06424,10
119.543306,27.06424,10
119.55229,27.06424,9
119.561273,27.06424,7
119.570256,27.06424,6
119.579239,27.06424,5
119.588222,27.06424,5
119.597205,27.06424,5
119.606189,27.06424,6
119.615172,27.06424,8
119.624155,27.06424,10
119.633138,27.06424,15
119.642121,27.06424,17
119.651104,27.06424,20
119.660087,27.06424,20
119.669071,27.06424,17
119.678054,27.06424,15
119.687037,27.06424,9
119.69602,27.06424,5
119.705003,27.06424,4
119.713986,27.06424,4
119.722969,27.06424,4
119.740936,27.06424,4
119.749919,27.06424,4
119.758902,27.06424,4
119.767885,27.06424,4
119.785852,27.06424,4
119.848734,27.06424,4
119.857717,27.06424,4
119.8667,27.06424,4
119.875683,27.06424,4
120.199077,27.06424,4
120.20806,27.06424,5
120.217043,27.06424,6
120.226026,27.06424,8
120.235009,27.06424,11
120.243992,27.06424,12
120.252976,27.06424,15
120.261959,27.06424,18
120.270942,27.06424,22
120.279925,27.06424,21
120.288908,27.06424,18
120.297891,27.06424,14
120.306874,27.06424,11
120.315858,27.06424,7
120.324841,27.06424,4
120.333824,27.06424,4
122.220286,27.06424,4
122.570629,27.06424,4
122.579612,27.06424,4
122.588595,27.06424,4
122.903006,27.06424,4
122.911989,27.06424,4
122.920972,27.06424,7
122.929955,27.06424,8
122.938938,27.06424,9
122.947921,27.06424,9
122.956905,27.06424,8
118.258716,27.072239,4
118.267699,27.072239,5
118.276682,27.072239,5
118.285665,27.072239,8
118.294648,27.072239,10
118.303631,27.072239,11
118.312614,27.072239,16
118.321598,27.072239,18
118.330581,27.072239,16
118.339564,27.072239,12
118.348547,27.072239,11
118.35753,27.072239,8
118.366513,27.072239,6
118.375497,27.072239,5
118.38448,27.072239,4
118.393463,27.072239,4
118.402446,27.072239,4
118.411429,27.072239,4
118.420412,27.072239,4
119.273812,27.072239,4
119.282795,27.072239,4
119.291778,27.072239,4
119.300761,27.072239,4
119.309744,27.072239,4
119.318728,27.072239,4
119.327711,27.072239,5
119.336694,27.072239,5
119.345677,27.072239,5
119.35466,27.072239,5
119.363643,27.072239,4
119.372627,27.072239,4
119.38161,27.072239,4
119.390593,27.072239,4
119.399576,27.072239,4
119.408559,27.072239,4
119.489408,27.072239,4
119.498391,27.072239,5
119.507374,27.072239,7
119.516357,27.072239,9
119.52534,27.072239,10
119.534323,27.072239,11
119.543306,27.072239,10
119.55229,27.072239,8
119.561273,27.072239,6
119.570256,27.072239,5
119.579239,27.072239,5
119.588222,27.072239,5
119.597205,27.072239,5
119.606189,27.072239,8
119.615172,27.072239,11
119.624155,27.072239,17
119.633138,27.072239,23
119.642121,27.072239,26
119.651104,27.072239,27
119.660087,27.072239,25
119.669071,27.072239,20
119.678054,27.072239,16
119.687037,27.072239,10
119.69602,27.072239,5
119.705003,27.072239,4
119.713986,27.072239,4
119.722969,27.072239,4
119.749919,27.072239,4
119.758902,27.072239,4
119.767885,27.072239,4
119.776868,27.072239,5
119.785852,27.072239,5
119.794835,27.072239,4
119.803818,27.072239,4
119.857717,27.072239,4
119.8667,27.072239,4
120.199077,27.072239,4
120.20806,27.072239,5
120.217043,27.072239,6
120.226026,27.072239,9
120.235009,27.072239,12
120.243992,27.072239,14
120.252976,27.072239,16
120.261959,27.072239,18
120.270942,27.072239,16
120.279925,27.072239,15
120.288908,27.072239,12
120.297891,27.072239,11
120.306874,27.072239,8
120.315858,27.072239,4
120.324841,27.072239,4
122.220286,27.072239,4
122.570629,27.072239,4
122.579612,27.072239,4
122.588595,27.072239,4
122.66046,27.072239,4
122.669444,27.072239,4
122.903006,27.072239,4
122.911989,27.072239,5
122.920972,27.072239,6
122.929955,27.072239,7
122.938938,27.072239,7
122.947921,27.072239,8
122.956905,27.072239,7
118.258716,27.080238,4
118.267699,27.080238,4
118.276682,27.080238,5
118.285665,27.080238,6
118.294648,27.080238,8
118.303631,27.080238,10
118.312614,27.080238,10
118.321598,27.080238,9
118.330581,27.080238,9
118.339564,27.080238,7
118.348547,27.080238,7
118.35753,27.080238,5
118.366513,27.080238,5
118.375497,27.080238,4
118.38448,27.080238,4
118.393463,27.080238,4
118.402446,27.080238,4
118.411429,27.080238,4
118.474311,27.080238,4
118.483294,27.080238,4
119.264829,27.080238,4
119.273812,27.080238,4
119.291778,27.080238,4
119.300761,27.080238,4
119.309744,27.080238,4
119.318728,27.080238,5
119.327711,27.080238,5
119.336694,27.080238,6
119.345677,27.080238,6
119.35466,27.080238,6
119.363643,27.080238,5
119.372627,27.080238,4
119.38161,27.080238,4
119.390593,27.080238,4
119.399576,27.080238,4
119.408559,27.080238,4
119.417542,27.080238,4
119.426525,27.080238,4
119.489408,27.080238,4
119.498391,27.080238,5
119.507374,27.080238,6
119.516357,27.080238,7
119.52534,27.080238,8
119.534323,27.080238,8
119.543306,27.080238,8
119.55229,27.080238,6
119.561273,27.080238,5
119.570256,27.080238,5
119.579239,27.080238,5
119.588222,27.080238,5
119.597205,27.080238,7
119.606189,27.080238,12
119.615172,27.080238,18
119.624155,27.080238,29
119.633138,27.080238,33
119.642121,27.080238,38
119.651104,27.080238,38
119.660087,27.080238,35
119.669071,27.080238,30
119.678054,27.080238,21
119.687037,27.080238,13
119.69602,27.080238,5
119.705003,27.080238,4
119.713986,27.080238,4
119.749919,27.080238,4
119.758902,27.080238,4
119.767885,27.080238,5
119.776868,27.080238,5
119.785852,27.080238,5
119.794835,27.080238,5
119.803818,27.080238,5
119.812801,27.080238,4
119.821784,27.080238,4
120.199077,27.080238,4
120.20806,27.080238,4
120.217043,27.080238,6
120.226026,27.080238,9
120.235009,27.080238,11
120.243992,27.080238,14
120.252976,27.080238,16
120.261959,27.080238,16
120.270942,27.080238,12
120.279925,27.080238,9
120.288908,27.080238,8
120.297891,27.080238,6
120.306874,27.080238,5
122.561646,27.080238,4
122.570629,27.080238,4
122.579612,27.080238,4
122.66046,27.080238,4
122.669444,27.080238,4
122.795208,27.080238,4
122.804191,27.080238,4
122.813174,27.080238,4
122.911989,27.080238,4
122.920972,27.080238,5
122.929955,27.080238,6
122.938938,27.080238,7
122.947921,27.080238,7
122.956905,27.080238,6
118.258716,27.088236,4
118.267699,27.088236,4
118.276682,27.088236,5
118.285665,27.088236,6
118.294648,27.088236,7
118.303631,27.088236,7
118.312614,27.088236,7
118.321598,27.088236,7
118.330581,27.088236,7
118.339564,27.088236,6
118.348547,27.088236,5
118.35753,27.088236,5
118.366513,27.088236,4
118.375497,27.088236,4
118.38448,27.088236,4
118.393463,27.088236,4
118.402446,27.088236,4
118.429395,27.088236,4
118.465328,27.088236,4
118.474311,27.088236,4
118.483294,27.088236,4
118.492278,27.088236,4
118.501261,27.088236,4
118.510244,27.088236,4
118.573126,27.088236,4
118.582109,27.088236,4
118.600075,27.088236,4
119.264829,27.088236,4
119.273812,27.088236,4
119.282795,27.088236,4
119.291778,27.088236,5
119.300761,27.088236,6
119.309744,27.088236,7
119.318728,27.088236,11
119.327711,27.088236,12
119.336694,27.088236,13
119.345677,27.088236,11
119.35466,27.088236,7
119.363643,27.088236,5
119.372627,27.088236,4
119.38161,27.088236,4
119.390593,27.088236,4
119.399576,27.088236,4
119.408559,27.088236,5
119.417542,27.088236,5
119.426525,27.088236,5
119.435509,27.088236,4
119.444492,27.088236,4
119.453475,27.088236,4
119.462458,27.088236,4
119.489408,27.088236,4
119.498391,27.088236,4
119.507374,27.088236,4
119.516357,27.088236,5
119.52534,27.088236,6
119.534323,27.088236,6
119.543306,27.088236,5
119.55229,27.088236,5
119.561273,27.088236,5
119.570256,27.088236,5
119.579239,27.088236,4
119.588222,27.088236,5
119.597205,27.088236,8
119.606189,27.088236,14
119.615172,27.088236,25
119.624155,27.088236,36
119.633138,27.088236,43
119.642121,27.088236,47
119.651104,27.088236,47
119.660087,27.088236,43
119.669071,27.088236,39
119.678054,27.088236,25
119.687037,27.088236,18
119.69602,27.088236,6
119.705003,27.088236,4
119.713986,27.088236,4
119.758902,27.088236,4
119.767885,27.088236,5
119.776868,27.088236,6
119.785852,27.088236,5
119.794835,27.088236,5
119.803818,27.088236,4
119.812801,27.088236,4
119.821784,27.088236,4
120.199077,27.088236,4
120.20806,27.088236,5
120.217043,27.088236,6
120.226026,27.088236,9
120.235009,27.088236,12
120.243992,27.088236,15
120.252976,27.088236,16
120.261959,27.088236,14
120.270942,27.088236,9
120.279925,27.088236,7
120.288908,27.088236,5
120.297891,27.088236,4
120.306874,27.088236,4
122.561646,27.088236,4
122.570629,27.088236,4
122.579612,27.088236,4
122.651477,27.088236,4
122.66046,27.088236,4
122.678427,27.088236,4
122.786225,27.088236,4
122.795208,27.088236,4
122.804191,27.088236,4
122.813174,27.088236,4
122.822157,27.088236,4
122.83114,27.088236,4
122.885039,27.088236,4
122.894022,27.088236,4
122.903006,27.088236,5
122.911989,27.088236,5
122.920972,27.088236,6
122.929955,27.088236,6
122.938938,27.088236,6
122.947921,27.088236,6
122.956905,27.088236,5
118.258716,27.096233,4
118.267699,27.096233,4
118.276682,27.096233,5
118.285665,27.096233,5
118.294648,27.096233,5
118.303631,27.096233,6
118.312614,27.096233,6
118.321598,27.096233,6
118.330581,27.096233,6
118.339564,27.096233,5
118.348547,27.096233,4
118.35753,27.096233,4
118.366513,27.096233,4
118.38448,27.096233,4
118.393463,27.096233,4
118.420412,27.096233,4
118.465328,27.096233,4
118.474311,27.096233,4
118.483294,27.096233,4
118.492278,27.096233,4
118.501261,27.096233,4
118.510244,27.096233,4
118.573126,27.096233,4
118.582109,27.096233,4
118.591092,27.096233,4
119.255846,27.096233,4
119.264829,27.096233,4
119.273812,27.096233,4
119.282795,27.096233,4
119.291778,27.096233,5
119.300761,27.096233,7
119.309744,27.096233,10
119.318728,27.096233,16
119.327711,27.096233,19
119.336694,27.096233,23
119.345677,27.096233,21
119.35466,27.096233,12
119.363643,27.096233,7
119.372627,27.096233,4
119.38161,27.096233,4
119.390593,27.096233,4
119.399576,27.096233,5
119.408559,27.096233,6
119.417542,27.096233,5
119.426525,27.096233,5
119.435509,27.096233,4
119.444492,27.096233,4
119.453475,27.096233,4
119.462458,27.096233,4
119.516357,27.096233,4
119.52534,27.096233,4
119.534323,27.096233,4
119.543306,27.096233,4
119.55229,27.096233,4
119.561273,27.096233,5
119.570256,27.096233,5
119.579239,27.096233,5
119.588222,27.096233,6
119.597205,27.096233,10
119.606189,27.096233,16
119.615172,27.096233,26
119.624155,27.096233,37
119.633138,27.096233,43
119.642121,27.096233,46
119.651104,27.096233,47
119.660087,27.096233,44
119.669071,27.096233,36
119.678054,27.096233,24
119.687037,27.096233,17
119.69602,27.096233,6
119.705003,27.096233,5
119.713986,27.096233,4
119.722969,27.096233,4
119.785852,27.096233,4
119.794835,27.096233,4
119.803818,27.096233,4
119.812801,27.096233,4
120.199077,27.096233,4
120.20806,27.096233,5
120.217043,27.096233,7
120.226026,27.096233,11
120.235009,27.096233,14
120.243992,27.096233,17
120.252976,27.096233,17
120.261959,27.096233,15
120.270942,27.096233,8
120.279925,27.096233,6
120.288908,27.096233,4
120.297891,27.096233,4
120.306874,27.096233,4
120.315858,27.096233,4
122.543679,27.096233,4
122.552663,27.096233,4
122.561646,27.096233,5
122.570629,27.096233,5
122.804191,27.096233,4
122.813174,27.096233,4
122.822157,27.096233,4
122.876056,27.096233,4
122.885039,27.096233,4
122.894022,27.096233,4
122.903006,27.096233,5
122.911989,27.096233,4
122.920972,27.096233,5
122.929955,27.096233,6
122.938938,27.096233,6
122.947921,27.096233,6
122.956905,27.096233,6
118.258716,27.10423,4
118.267699,27.10423,4
118.276682,27.10423,5
118.285665,27.10423,5
118.294648,27.10423,5
118.303631,27.10423,6
118.312614,27.10423,6
118.321598,27.10423,6
118.330581,27.10423,5
118.339564,27.10423,5
118.348547,27.10423,4
118.35753,27.10423,4
118.366513,27.10423,4
118.420412,27.10423,4
118.465328,27.10423,4
118.474311,27.10423,4
118.483294,27.10423,4
118.492278,27.10423,5
118.501261,27.10423,5
118.510244,27.10423,4
118.519227,27.10423,4
118.573126,27.10423,4
118.582109,27.10423,4
119.264829,27.10423,4
119.273812,27.10423,4
119.282795,27.10423,4
119.291778,27.10423,6
119.300761,27.10423,8
119.309744,27.10423,13
119.318728,27.10423,20
119.327711,27.10423,26
119.336694,27.10423,29
119.345677,27.10423,28
119.35466,27.10423,17
119.363643,27.10423,9
119.372627,27.10423,5
119.38161,27.10423,4
119.390593,27.10423,5
119.399576,27.10423,6
119.408559,27.10423,6
119.417542,27.10423,6
119.426525,27.10423,5
119.435509,27.10423,4
119.444492,27.10423,4
119.453475,27.10423,4
119.55229,27.10423,4
119.561273,27.10423,4
119.570256,27.10423,4
119.579239,27.10423,5
119.588222,27.10423,7
119.597205,27.10423,10
119.606189,27.10423,15
119.615172,27.10423,23
119.624155,27.10423,31
119.633138,27.10423,38
119.642121,27.10423,43
119.651104,27.10423,42
119.660087,27.10423,40
119.669071,27.10423,30
119.678054,27.10423,22
119.687037,27.10423,14
119.69602,27.10423,6
119.705003,27.10423,5
119.713986,27.10423,4
119.722969,27.10423,4
119.731953,27.10423,4
120.190093,27.10423,4
120.199077,27.10423,4
120.20806,27.10423,5
120.217043,27.10423,9
120.226026,27.10423,14
120.235009,27.10423,21
120.243992,27.10423,23
120.252976,27.10423,23
120.261959,27.10423,19
120.270942,27.10423,10
120.279925,27.10423,7
120.288908,27.10423,5
120.297891,27.10423,4
120.306874,27.10423,4
120.315858,27.10423,4
120.324841,27.10423,4
122.381983,27.10423,4
122.390966,27.10423,4
122.399949,27.10423,4
122.408932,27.10423,4
122.417915,27.10423,4
122.426898,27.10423,4
122.579612,27.10423,4
122.588595,27.10423,4
122.597578,27.10423,4
122.606562,27.10423,4
122.813174,27.10423,4
122.85809,27.10423,4
122.867073,27.10423,4
122.876056,27.10423,4
122.885039,27.10423,4
122.894022,27.10423,5
122.903006,27.10423,4
122.911989,27.10423,4
122.920972,27.10423,5
122.929955,27.10423,6
122.938938,27.10423,6
122.947921,27.10423,6
122.956905,27.10423,6
118.258716,27.112227,4
118.267699,27.112227,4
118.276682,27.112227,5
118.285665,27.112227,5
