lng1,lat1,lng2,lat2
180.00,84.03,179.00,82.73
179.00,84.03,177.80,83.13
178.00,84.03,176.70,83.63
177.00,84.03,175.60,83.93
176.00,84.03,174.50,84.13
175.00,84.03,173.40,84.33
174.00,84.03,172.30,84.63
157.00,84.03,157.10,84.83
156.00,84.03,156.20,84.53
155.00,84.03,155.20,84.23
154.00,84.03,154.30,84.13
153.00,84.03,153.20,84.03
152.00,84.03,152.20,83.93
151.00,84.03,151.10,83.93
150.00,84.03,149.90,83.83
149.00,84.03,148.80,83.73
148.00,84.03,147.60,83.53
147.00,84.03,146.40,83.23
146.00,84.03,145.10,83.03
145.00,84.03,143.90,82.83
144.00,84.03,142.60,82.83
143.00,84.03,141.60,82.83
142.00,84.03,140.60,83.03
141.00,84.03,139.70,83.33
140.00,84.03,138.80,83.63
139.00,84.03,137.90,83.83
138.00,84.03,136.80,84.03
137.00,84.03,135.70,84.23
136.00,84.03,134.60,84.23
135.00,84.03,133.40,84.23
134.00,84.03,132.10,84.23
133.00,84.03,130.70,84.23
132.00,84.03,129.40,84.33
131.00,84.03,128.10,84.43
130.00,84.03,127.10,84.63
129.00,84.03,126.20,84.83
125.00,84.03,122.20,84.93
124.00,84.03,121.00,84.73
123.00,84.03,119.70,84.53
122.00,84.03,118.50,84.23
121.00,84.03,117.20,84.03
120.00,84.03,115.90,83.83
119.00,84.03,114.70,83.73
118.00,84.03,113.40,83.73
117.00,84.03,112.20,83.83
116.00,84.03,111.10,83.93
115.00,84.03,110.10,84.13
114.00,84.03,109.20,84.13
113.00,84.03,108.40,84.13
112.00,84.03,107.60,84.13
111.00,84.03,106.60,83.93
110.00,84.03,105.50,83.93
109.00,84.03,104.30,83.83
108.00,84.03,103.10,83.93
107.00,84.03,101.90,84.13
106.00,84.03,100.90,84.33
105.00,84.03,100.10,84.43
104.00,84.03,99.30,84.43
103.00,84.03,98.50,84.33
102.00,84.03,97.60,84.13
101.00,84.03,96.60,84.03
100.00,84.03,95.60,84.23
99.00,84.03,94.70,84.53
60.00,84.03,56.40,84.73
59.00,84.03,54.00,83.83
58.00,84.03,51.40,82.93
57.00,84.03,49.30,82.23
56.00,84.03,46.90,81.53
55.00,84.03,46.00,81.33
54.00,84.03,45.60,81.33
53.00,84.03,45.60,81.53
52.00,84.03,45.30,81.83
51.00,84.03,44.90,82.13
50.00,84.03,44.00,82.33
49.00,84.03,42.90,82.33
48.00,84.03,41.70,82.23
47.00,84.03,40.60,82.13
46.00,84.03,39.40,81.83
45.00,84.03,38.00,81.63
44.00,84.03,36.80,81.33
43.00,84.03,35.70,81.13
42.00,84.03,34.80,80.93
41.00,84.03,34.20,80.93
40.00,84.03,33.50,80.83
39.00,84.03,32.80,80.73
38.00,84.03,32.00,80.53
37.00,84.03,31.20,80.33
36.00,84.03,30.20,80.13
35.00,84.03,29.10,79.93
34.00,84.03,28.10,79.83
33.00,84.03,27.10,79.73
32.00,84.03,26.00,79.63
31.00,84.03,24.90,79.53
30.00,84.03,24.00,79.63
29.00,84.03,23.00,79.53
28.00,84.03,22.00,79.63
27.00,84.03,21.10,79.63
26.00,84.03,20.20,79.63
25.00,84.03,19.20,79.73
24.00,84.03,18.30,79.73
23.00,84.03,17.30,79.73
22.00,84.03,16.30,79.73
21.00,84.03,15.30,79.73
20.00,84.03,14.40,79.73
19.00,84.03,13.60,79.73
18.00,84.03,12.80,79.73
17.00,84.03,11.90,79.73
16.00,84.03,11.10,79.73
15.00,84.03,10.30,79.73
14.00,84.03,9.50,79.73
13.00,84.03,8.70,79.73
12.00,84.03,8.00,79.73
11.00,84.03,7.20,79.73
10.00,84.03,6.50,79.73
9.00,84.03,5.80,79.73
8.00,84.03,5.00,79.73
7.00,84.03,4.20,79.83
6.00,84.03,3.40,79.93
5.00,84.03,2.50,79.93
4.00,84.03,1.70,80.03
3.00,84.03,0.90,80.13
2.00,84.03,0.10,80.13
1.00,84.03,-0.70,80.23
0.00,84.03,-1.50,80.23
-1.00,84.03,-2.30,80.23
-2.00,84.03,-3.10,80.23
-3.00,84.03,-3.80,80.33
-4.00,84.03,-4.60,80.33
-5.00,84.03,-5.30,80.43
-6.00,84.03,-6.10,80.43
-7.00,84.03,-6.90,80.53
-8.00,84.03,-7.80,80.53
-9.00,84.03,-8.70,80.53
-10.00,84.03,-9.50,80.53
-11.00,84.03,-10.40,80.63
-12.00,84.03,-11.30,80.53
-13.00,84.03,-12.10,80.53
-14.00,84.03,-13.00,80.53
-15.00,84.03,-13.90,80.53
-16.00,84.03,-14.80,80.53
-17.00,84.03,-15.70,80.43
-18.00,84.03,-16.60,80.43
-19.00,84.03,-17.50,80.33
-20.00,84.03,-18.40,80.33
-21.00,84.03,-19.30,80.23
-22.00,84.03,-20.10,80.23
-23.00,84.03,-21.10,80.23
-24.00,84.03,-22.00,80.23
-25.00,84.03,-22.90,80.23
-26.00,84.03,-23.80,80.23
-27.00,84.03,-24.70,80.23
-28.00,84.03,-25.60,80.23
-29.00,84.03,-26.50,80.33
-30.00,84.03,-27.30,80.43
-31.00,84.03,-28.20,80.53
-32.00,84.03,-29.20,80.73
-33.00,84.03,-30.20,80.83
-34.00,84.03,-31.20,80.93
-35.00,84.03,-32.20,80.93
-36.00,84.03,-33.10,81.03
-37.00,84.03,-33.90,81.03
-38.00,84.03,-34.60,81.13
-39.00,84.03,-35.30,81.33
-40.00,84.03,-36.00,81.53
-41.00,84.03,-36.70,81.83
-42.00,84.03,-37.50,82.23
-43.00,84.03,-38.30,82.53
-44.00,84.03,-39.30,82.93
-45.00,84.03,-40.20,83.23
-46.00,84.03,-41.20,83.53
-47.00,84.03,-42.20,83.73
-48.00,84.03,-43.20,84.03
-49.00,84.03,-44.30,84.13
-50.00,84.03,-45.30,84.33
-51.00,84.03,-46.30,84.43
-52.00,84.03,-47.30,84.53
-53.00,84.03,-48.20,84.63
-54.00,84.03,-49.20,84.73
-55.00,84.03,-50.10,84.93
-118.00,84.03,-118.60,84.53
-119.00,84.03,-119.60,84.03
-120.00,84.03,-120.60,83.73
-121.00,84.03,-121.60,83.53
-122.00,84.03,-122.60,83.43
-123.00,84.03,-123.60,83.43
-124.00,84.03,-124.60,83.43
-125.00,84.03,-125.60,83.43
-126.00,84.03,-126.60,83.43
-127.00,84.03,-127.60,83.43
-128.00,84.03,-128.60,83.43
-129.00,84.03,-129.60,83.43
-130.00,84.03,-130.60,83.43
-131.00,84.03,-131.60,83.43
-132.00,84.03,-132.60,83.43
-133.00,84.03,-133.60,83.33
-134.00,84.03,-134.60,83.23
-135.00,84.03,-135.60,83.13
-136.00,84.03,-136.60,83.03
-137.00,84.03,-137.60,82.93
-138.00,84.03,-138.70,82.83
-139.00,84.03,-139.70,82.73
-140.00,84.03,-140.60,82.63
-141.00,84.03,-141.50,82.53
-142.00,84.03,-142.40,82.53
-143.00,84.03,-143.40,82.53
-144.00,84.03,-144.30,82.53
-145.00,84.03,-145.20,82.63
-146.00,84.03,-146.00,82.63
-147.00,84.03,-146.90,82.63
-148.00,84.03,-147.80,82.73
-149.00,84.03,-148.70,82.93
-150.00,84.03,-149.60,83.03
-151.00,84.03,-150.60,83.13
-152.00,84.03,-151.60,83.23
-153.00,84.03,-152.60,83.23
-154.00,84.03,-153.70,83.33
-155.00,84.03,-154.80,83.33
-156.00,84.03,-156.00,83.43
-157.00,84.03,-157.00,83.63
-158.00,84.03,-157.80,83.83
-159.00,84.03,-158.30,84.03
-160.00,84.03,-158.60,84.33
-161.00,84.03,-159.20,84.63
-167.00,84.03,-165.80,84.83
-168.00,84.03,-165.90,84.93
-175.00,84.03,-174.70,84.43
-176.00,84.03,-175.70,83.73
-177.00,84.03,-177.00,83.13
-178.00,84.03,-178.30,82.63
-179.00,84.03,-179.70,82.53
-180.00,84.03,-181.00,82.73
180.00,83.04,180.50,83.64
179.00,83.04,179.60,83.74
178.00,83.04,178.70,83.74
177.00,83.04,177.70,83.84
176.00,83.04,176.70,83.84
175.00,83.04,175.50,83.94
174.00,83.04,174.40,84.04
173.00,83.04,173.30,84.14
172.00,83.04,172.20,84.34
171.00,83.04,171.10,84.54
170.00,83.04,170.00,84.64
169.00,83.04,168.90,84.84
168.00,83.04,167.90,84.94
167.00,83.04,166.90,84.94
164.00,83.04,164.00,84.94
163.00,83.04,163.00,84.84
162.00,83.04,161.90,84.84
161.00,83.04,160.80,84.74
160.00,83.04,159.70,84.64
159.00,83.04,158.60,84.64
158.00,83.04,157.50,84.54
157.00,83.04,156.40,84.54
156.00,83.04,155.20,84.34
155.00,83.04,154.10,84.24
154.00,83.04,153.10,84.04
153.00,83.04,152.10,83.94
152.00,83.04,151.10,83.94
151.00,83.04,150.00,83.94
150.00,83.04,148.70,83.84
149.00,83.04,147.40,83.84
148.00,83.04,146.00,83.84
147.00,83.04,144.60,83.84
146.00,83.04,143.20,83.94
145.00,83.04,142.20,83.94
144.00,83.04,141.00,83.94
143.00,83.04,139.90,83.94
142.00,83.04,139.00,83.94
141.00,83.04,138.30,83.94
140.00,83.04,137.70,83.84
139.00,83.04,137.10,83.84
138.00,83.04,136.40,83.84
137.00,83.04,135.60,83.84
136.00,83.04,134.80,83.84
135.00,83.04,133.90,83.84
134.00,83.04,132.90,83.84
133.00,83.04,131.90,83.84
132.00,83.04,130.90,83.74
131.00,83.04,129.90,83.64
130.00,83.04,128.90,83.54
129.00,83.04,127.90,83.54
128.00,83.04,126.90,83.64
127.00,83.04,125.90,83.64
126.00,83.04,124.80,83.74
125.00,83.04,123.70,83.74
124.00,83.04,122.60,83.64
123.00,83.04,121.50,83.44
122.00,83.04,120.20,83.14
121.00,83.04,119.00,82.74
120.00,83.04,117.70,82.44
119.00,83.04,116.70,82.24
118.00,83.04,115.80,82.14
117.00,83.04,115.00,82.04
116.00,83.04,114.30,82.04
115.00,83.04,113.60,81.94
114.00,83.04,112.70,81.74
113.00,83.04,111.70,81.54
112.00,83.04,110.80,81.24
111.00,83.04,110.10,81.04
110.00,83.04,109.40,81.04
109.00,83.04,108.70,81.14
108.00,83.04,107.80,81.34
107.00,83.04,107.00,81.74
106.00,83.04,106.10,82.24
105.00,83.04,105.20,82.74
104.00,83.04,104.30,83.44
103.00,83.04,103.10,84.14
102.00,83.04,101.70,84.64
101.00,83.04,100.20,84.84
100.00,83.04,98.70,84.84
99.00,83.04,97.20,84.64
98.00,83.04,95.90,84.54
97.00,83.04,94.70,84.54
96.00,83.04,93.70,84.74
59.00,83.04,56.90,84.34
58.00,83.04,53.90,82.84
57.00,83.04,50.50,82.24
56.00,83.04,47.50,82.44
55.00,83.04,45.50,82.94
54.00,83.04,44.10,83.24
53.00,83.04,42.80,83.04
52.00,83.04,41.50,82.64
51.00,83.04,40.60,82.24
50.00,83.04,40.70,82.04
49.00,83.04,41.40,82.04
48.00,83.04,42.30,81.94
47.00,83.04,42.40,81.54
46.00,83.04,41.40,80.94
45.00,83.04,39.80,80.44
44.00,83.04,37.80,80.34
43.00,83.04,35.80,80.44
42.00,83.04,34.20,80.64
41.00,83.04,33.60,80.84
40.00,83.04,32.10,80.54
39.00,83.04,31.80,80.44
38.00,83.04,31.70,80.34
37.00,83.04,31.30,80.14
36.00,83.04,30.60,79.84
35.00,83.04,29.60,79.44
34.00,83.04,28.60,79.04
33.00,83.04,27.60,78.84
32.00,83.04,26.60,78.84
31.00,83.04,25.70,78.84
30.00,83.04,24.80,79.04
29.00,83.04,23.80,79.34
28.00,83.04,22.70,79.54
27.00,83.04,21.70,79.64
26.00,83.04,20.70,79.74
25.00,83.04,19.70,79.84
24.00,83.04,18.70,79.94
23.00,83.04,17.70,80.04
22.00,83.04,16.80,80.14
21.00,83.04,15.70,80.04
20.00,83.04,14.70,79.94
19.00,83.04,13.60,79.84
18.00,83.04,12.60,79.64
17.00,83.04,11.50,79.54
16.00,83.04,10.50,79.44
15.00,83.04,9.60,79.34
14.00,83.04,8.80,79.34
13.00,83.04,8.00,79.34
12.00,83.04,7.20,79.34
11.00,83.04,6.30,79.34
10.00,83.04,5.50,79.24
9.00,83.04,4.70,79.24
8.00,83.04,3.90,79.24
7.00,83.04,3.10,79.24
6.00,83.04,2.30,79.14
5.00,83.04,1.50,79.04
4.00,83.04,0.80,78.84
3.00,83.04,0.10,78.74
2.00,83.04,-0.50,78.64
1.00,83.04,-1.20,78.44
0.00,83.04,-1.80,78.34
-1.00,83.04,-2.30,78.24
-2.00,83.04,-2.90,78.24
-3.00,83.04,-3.50,78.24
-4.00,83.04,-4.10,78.24
-5.00,83.04,-4.80,78.34
-6.00,83.04,-5.50,78.44
-7.00,83.04,-6.30,78.54
-8.00,83.04,-7.00,78.54
-9.00,83.04,-7.80,78.54
-10.00,83.04,-8.50,78.64
-11.00,83.04,-9.30,78.74
-12.00,83.04,-10.20,78.74
-13.00,83.04,-11.10,78.84
-14.00,83.04,-12.00,78.84
-15.00,83.04,-12.90,78.84
-16.00,83.04,-13.70,78.84
-17.00,83.04,-14.60,78.94
-18.00,83.04,-15.40,78.94
-19.00,83.04,-16.30,78.94
-20.00,83.04,-17.20,78.94
-21.00,83.04,-18.10,79.04
-22.00,83.04,-18.90,79.04
-23.00,83.04,-19.70,79.04
-24.00,83.04,-20.50,79.14
-25.00,83.04,-21.20,79.14
-26.00,83.04,-21.90,79.24
-27.00,83.04,-22.60,79.44
-28.00,83.04,-23.30,79.64
-29.00,83.04,-24.00,79.84
-30.00,83.04,-24.70,80.14
-31.00,83.04,-25.50,80.44
-32.00,83.04,-26.40,80.74
-33.00,83.04,-27.40,81.04
-34.00,83.04,-28.30,81.24
-35.00,83.04,-29.30,81.54
-36.00,83.04,-30.30,81.74
-37.00,83.04,-31.20,82.04
-38.00,83.04,-32.10,82.34
-39.00,83.04,-33.00,82.64
-40.00,83.04,-33.90,82.94
-41.00,83.04,-34.90,83.24
-42.00,83.04,-35.90,83.54
-43.00,83.04,-37.10,83.74
-44.00,83.04,-38.20,83.94
-45.00,83.04,-39.50,84.04
-46.00,83.04,-40.70,84.14
-47.00,83.04,-41.80,84.14
-48.00,83.04,-42.90,84.24
-49.00,83.04,-43.90,84.34
-50.00,83.04,-44.90,84.44
-51.00,83.04,-45.90,84.54
-52.00,83.04,-46.90,84.74
-53.00,83.04,-48.00,84.94
-115.00,83.04,-116.00,84.54
-116.00,83.04,-117.10,83.94
-117.00,83.04,-118.30,83.64
-118.00,83.04,-119.30,83.44
-119.00,83.04,-120.30,83.44
-120.00,83.04,-121.30,83.54
-121.00,83.04,-122.20,83.64
-122.00,83.04,-123.20,83.74
-123.00,83.04,-124.30,83.74
-124.00,83.04,-125.30,83.64
-125.00,83.04,-126.40,83.54
-126.00,83.04,-127.50,83.34
-127.00,83.04,-128.50,83.24
-128.00,83.04,-129.60,83.24
-129.00,83.04,-130.60,83.14
-130.00,83.04,-131.60,83.14
-131.00,83.04,-132.70,83.04
-132.00,83.04,-133.70,83.04
-133.00,83.04,-134.70,82.94
-134.00,83.04,-135.70,82.84
-135.00,83.04,-136.70,82.84
-136.00,83.04,-137.60,82.74
-137.00,83.04,-138.60,82.64
-138.00,83.04,-139.50,82.54
-139.00,83.04,-140.40,82.44
-140.00,83.04,-141.30,82.24
-141.00,83.04,-142.30,82.14
-142.00,83.04,-143.30,81.94
-143.00,83.04,-144.30,81.84
-144.00,83.04,-145.40,81.74
-145.00,83.04,-146.40,81.74
-146.00,83.04,-147.40,81.74
-147.00,83.04,-148.30,81.74
-148.00,83.04,-149.20,81.74
-149.00,83.04,-150.10,81.84
-150.00,83.04,-151.00,82.04
-151.00,83.04,-151.90,82.44
-152.00,83.04,-152.80,82.94
-153.00,83.04,-153.50,83.54
-154.00,83.04,-154.20,84.14
-155.00,83.04,-154.90,84.54
-156.00,83.04,-155.70,84.64
-157.00,83.04,-156.80,84.34
-158.00,83.04,-158.50,83.94
-159.00,83.04,-160.00,83.54
-160.00,83.04,-161.00,83.34
-161.00,83.04,-161.60,83.64
-162.00,83.04,-162.10,83.94
-163.00,83.04,-163.20,84.44
-164.00,83.04,-163.80,84.84
-165.00,83.04,-163.80,84.94
-166.00,83.04,-163.90,84.54
-167.00,83.04,-165.50,83.44
-168.00,83.04,-168.10,82.24
-169.00,83.04,-170.60,81.24
-170.00,83.04,-171.90,81.14
-171.00,83.04,-172.20,81.94
-172.00,83.04,-172.50,82.94
-173.00,83.04,-173.00,83.74
-174.00,83.04,-173.90,84.24
-175.00,83.04,-174.90,84.34
-176.00,83.04,-176.00,84.14
-177.00,83.04,-176.90,83.94
-178.00,83.04,-177.80,83.74
-179.00,83.04,-178.70,83.64
-180.00,83.04,-179.50,83.64
180.00,82.04,179.10,83.64
179.00,82.04,177.90,83.74
178.00,82.04,176.80,83.74
177.00,82.04,175.70,83.84
176.00,82.04,174.60,83.84
175.00,82.04,173.50,83.84
174.00,82.04,172.30,83.94
173.00,82.04,171.20,84.04
172.00,82.04,170.10,84.04
171.00,82.04,169.10,84.24
170.00,82.04,168.00,84.24
169.00,82.04,166.90,84.44
168.00,82.04,165.90,84.54
167.00,82.04,164.90,84.64
166.00,82.04,163.80,84.74
165.00,82.04,162.80,84.84
164.00,82.04,161.80,84.94
154.00,82.04,150.60,84.44
153.00,82.04,148.80,83.44
152.00,82.04,147.40,82.44
151.00,82.04,146.60,81.74
150.00,82.04,146.00,81.44
149.00,82.04,145.50,81.54
148.00,82.04,145.00,81.84
147.00,82.04,144.70,82.24
146.00,82.04,144.50,82.64
145.00,82.04,143.90,83.14
144.00,82.04,142.80,83.54
143.00,82.04,141.20,83.64
142.00,82.04,139.50,83.64
141.00,82.04,137.80,83.44
140.00,82.04,136.40,83.24
139.00,82.04,135.20,83.24
138.00,82.04,134.20,83.24
137.00,82.04,133.20,83.24
136.00,82.04,132.20,83.24
135.00,82.04,131.20,83.14
134.00,82.04,130.30,83.04
133.00,82.04,129.50,83.04
132.00,82.04,128.60,83.04
131.00,82.04,127.70,82.94
130.00,82.04,126.80,82.94
129.00,82.04,126.00,82.94
128.00,82.04,125.20,82.84
127.00,82.04,124.30,82.84
126.00,82.04,123.60,82.74
125.00,82.04,123.00,82.74
124.00,82.04,122.40,82.84
123.00,82.04,121.80,82.84
122.00,82.04,121.10,82.84
121.00,82.04,120.30,82.64
120.00,82.04,119.40,82.34
119.00,82.04,118.40,81.84
118.00,82.04,117.40,81.44
117.00,82.04,116.50,80.94
116.00,82.04,115.60,80.54
115.00,82.04,114.60,80.24
114.00,82.04,113.60,80.04
113.00,82.04,112.60,79.84
112.00,82.04,111.60,79.84
111.00,82.04,110.60,79.84
110.00,82.04,109.60,79.84
109.00,82.04,108.50,79.94
108.00,82.04,107.30,80.14
107.00,82.04,106.20,80.54
106.00,82.04,105.10,81.04
105.00,82.04,104.20,81.74
104.00,82.04,103.40,82.44
103.00,82.04,102.60,83.14
102.00,82.04,101.80,83.74
101.00,82.04,101.10,84.24
100.00,82.04,100.30,84.54
99.00,82.04,99.60,84.84
98.00,82.04,98.90,84.94
62.00,82.04,56.20,84.04
61.00,82.04,54.90,82.94
60.00,82.04,53.50,81.94
59.00,82.04,52.00,81.14
58.00,82.04,50.30,80.44
57.00,82.04,48.70,79.94
56.00,82.04,47.20,79.54
55.00,82.04,45.80,79.44
54.00,82.04,44.50,79.54
53.00,82.04,43.40,79.74
52.00,82.04,42.40,80.04
51.00,82.04,41.80,80.24
50.00,82.04,41.40,80.24
49.00,82.04,41.10,79.84
48.00,82.04,40.70,79.14
47.00,82.04,40.10,78.24
46.00,82.04,39.20,77.44
45.00,82.04,38.00,76.94
44.00,82.04,36.40,76.94
43.00,82.04,34.60,77.34
42.00,82.04,32.80,77.74
41.00,82.04,31.40,78.24
40.00,82.04,30.90,78.64
39.00,82.04,30.90,78.94
38.00,82.04,30.60,78.94
37.00,82.04,30.10,78.94
36.00,82.04,29.30,78.84
35.00,82.04,28.30,78.74
34.00,82.04,27.40,78.84
33.00,82.04,26.50,79.04
32.00,82.04,25.50,79.34
31.00,82.04,24.40,79.54
30.00,82.04,23.40,79.64
29.00,82.04,22.70,79.74
28.00,82.04,22.10,80.04
27.00,82.04,21.60,80.44
26.00,82.04,20.70,80.74
25.00,82.04,19.40,80.74
24.00,82.04,18.10,80.44
23.00,82.04,16.90,80.04
22.00,82.04,15.90,79.54
21.00,82.04,15.00,79.14
20.00,82.04,14.20,78.74
19.00,82.04,13.40,78.44
18.00,82.04,12.40,78.04
17.00,82.04,11.50,77.84
16.00,82.04,10.50,77.54
15.00,82.04,9.80,77.44
14.00,82.04,9.30,77.34
13.00,82.04,8.80,77.34
12.00,82.04,8.30,77.34
11.00,82.04,7.60,77.44
10.00,82.04,6.90,77.54
9.00,82.04,6.20,77.54
8.00,82.04,5.40,77.64
7.00,82.04,4.60,77.64
6.00,82.04,3.80,77.64
5.00,82.04,3.00,77.64
4.00,82.04,2.20,77.64
3.00,82.04,1.40,77.54
2.00,82.04,0.70,77.44
1.00,82.04,0.00,77.24
0.00,82.04,-0.70,77.14
-1.00,82.04,-1.40,77.04
-2.00,82.04,-2.10,77.04
-3.00,82.04,-2.90,77.04
-4.00,82.04,-3.70,77.04
-5.00,82.04,-4.40,77.04
-6.00,82.04,-5.00,77.04
-7.00,82.04,-5.60,77.04
-8.00,82.04,-6.30,77.14
-9.00,82.04,-7.10,77.24
-10.00,82.04,-7.90,77.24
-11.00,82.04,-8.70,77.34
-12.00,82.04,-9.50,77.34
-13.00,82.04,-10.30,77.44
-14.00,82.04,-11.10,77.54
-15.00,82.04,-11.90,77.64
-16.00,82.04,-12.80,77.74
-17.00,82.04,-13.60,77.84
-18.00,82.04,-14.50,77.84
-19.00,82.04,-15.30,77.84
-20.00,82.04,-16.20,77.94
-21.00,82.04,-17.00,77.94
-22.00,82.04,-17.60,77.94
-23.00,82.04,-18.20,78.04
-24.00,82.04,-18.70,78.24
-25.00,82.04,-19.30,78.64
-26.00,82.04,-20.10,78.94
-27.00,82.04,-20.90,79.24
-28.00,82.04,-21.90,79.44
-29.00,82.04,-23.00,79.54
-30.00,82.04,-24.00,79.64
-31.00,82.04,-24.90,79.84
-32.00,82.04,-25.70,80.04
-33.00,82.04,-26.50,80.34
-34.00,82.04,-27.40,80.64
-35.00,82.04,-28.40,80.84
-36.00,82.04,-29.50,81.14
-37.00,82.04,-30.70,81.24
-38.00,82.04,-31.80,81.44
-39.00,82.04,-32.80,81.74
-40.00,82.04,-33.90,82.04
-41.00,82.04,-35.10,82.34
-42.00,82.04,-36.30,82.74
-43.00,82.04,-37.50,83.24
-44.00,82.04,-38.70,83.74
-45.00,82.04,-39.80,84.34
-113.00,82.04,-114.10,84.54
-114.00,82.04,-115.10,84.14
-115.00,82.04,-116.00,83.74
-116.00,82.04,-117.00,83.54
-117.00,82.04,-118.00,83.54
-118.00,82.04,-119.00,83.54
-119.00,82.04,-120.00,83.64
-120.00,82.04,-121.00,83.64
-121.00,82.04,-122.10,83.64
-122.00,82.04,-123.20,83.64
-123.00,82.04,-124.40,83.64
-124.00,82.04,-125.40,83.64
-125.00,82.04,-126.50,83.54
-126.00,82.04,-127.70,83.54
-127.00,82.04,-128.90,83.44
-128.00,82.04,-130.00,83.24
-129.00,82.04,-131.20,83.14
-130.00,82.04,-132.30,83.04
-131.00,82.04,-133.30,83.04
-132.00,82.04,-134.30,82.94
-133.00,82.04,-135.20,82.94
-134.00,82.04,-136.20,82.84
-135.00,82.04,-137.20,82.74
-136.00,82.04,-138.20,82.54
-137.00,82.04,-139.20,82.34
-138.00,82.04,-140.30,82.14
-139.00,82.04,-141.30,82.04
-140.00,82.04,-142.50,81.84
-141.00,82.04,-143.60,81.74
-142.00,82.04,-144.70,81.64
-143.00,82.04,-145.70,81.64
-144.00,82.04,-146.70,81.64
-145.00,82.04,-147.70,81.64
-146.00,82.04,-148.60,81.64
-147.00,82.04,-149.40,81.74
-148.00,82.04,-150.20,81.84
-149.00,82.04,-151.00,81.84
-150.00,82.04,-151.80,81.94
-151.00,82.04,-152.70,81.94
-152.00,82.04,-153.80,81.84
-153.00,82.04,-154.80,81.84
-154.00,82.04,-155.70,81.84
-155.00,82.04,-156.30,81.94
-156.00,82.04,-156.70,82.24
-157.00,82.04,-157.10,82.64
-158.00,82.04,-157.50,82.94
-159.00,82.04,-158.00,82.94
-160.00,82.04,-158.60,82.74
-161.00,82.04,-159.80,82.54
-162.00,82.04,-160.90,82.44
-163.00,82.04,-162.10,82.34
-164.00,82.04,-163.00,82.04
-165.00,82.04,-163.90,81.84
-166.00,82.04,-164.90,81.64
-167.00,82.04,-166.00,81.64
-168.00,82.04,-167.10,81.64
-169.00,82.04,-168.30,81.84
-170.00,82.04,-169.50,81.94
-171.00,82.04,-170.70,82.24
-172.00,82.04,-171.90,82.34
-173.00,82.04,-173.10,82.54
-174.00,82.04,-174.10,82.74
-175.00,82.04,-175.20,82.94
-176.00,82.04,-176.30,83.14
-177.00,82.04,-177.50,83.34
-178.00,82.04,-178.60,83.44
-179.00,82.04,-179.80,83.54
-180.00,82.04,-180.90,83.64
180.00,81.05,177.50,83.95
179.00,81.05,176.40,84.05
178.00,81.05,175.30,84.05
177.00,81.05,174.30,84.15
176.00,81.05,173.20,84.25
175.00,81.05,172.20,84.25
174.00,81.05,171.10,84.25
173.00,81.05,170.10,84.25
172.00,81.05,169.00,84.35
171.00,81.05,168.00,84.35
170.00,81.05,167.00,84.45
169.00,81.05,166.00,84.45
168.00,81.05,165.00,84.45
167.00,81.05,164.00,84.45
166.00,81.05,163.00,84.45
165.00,81.05,162.00,84.45
164.00,81.05,160.90,84.55
163.00,81.05,159.90,84.55
162.00,81.05,159.00,84.75
161.00,81.05,158.10,84.85
160.00,81.05,157.20,84.85
159.00,81.05,156.30,84.65
158.00,81.05,155.40,84.15
157.00,81.05,154.10,83.45
156.00,81.05,152.70,82.75
155.00,81.05,151.40,82.35
154.00,81.05,150.40,82.15
153.00,81.05,149.40,82.25
152.00,81.05,148.30,82.35
151.00,81.05,147.00,82.65
150.00,81.05,145.60,83.05
149.00,81.05,144.20,83.65
148.00,81.05,142.90,84.15
147.00,81.05,142.10,84.35
146.00,81.05,141.60,84.35
145.00,81.05,141.00,84.15
144.00,81.05,140.30,83.95
143.00,81.05,139.60,83.75
142.00,81.05,138.80,83.45
141.00,81.05,137.90,83.15
140.00,81.05,136.90,82.75
139.00,81.05,135.80,82.45
138.00,81.05,134.50,82.05
137.00,81.05,133.20,81.75
136.00,81.05,131.90,81.45
135.00,81.05,130.90,81.25
134.00,81.05,130.30,81.25
133.00,81.05,129.80,81.25
132.00,81.05,129.10,81.25
131.00,81.05,128.30,81.25
130.00,81.05,127.40,81.25
129.00,81.05,126.50,81.15
128.00,81.05,125.70,81.05
127.00,81.05,125.00,80.85
126.00,81.05,124.40,80.55
125.00,81.05,123.80,80.35
124.00,81.05,123.20,80.15
123.00,81.05,122.60,79.95
122.00,81.05,121.90,79.75
121.00,81.05,121.20,79.65
120.00,81.05,120.50,79.45
119.00,81.05,119.60,79.25
118.00,81.05,118.50,79.05
117.00,81.05,117.30,78.95
116.00,81.05,116.10,79.05
115.00,81.05,114.80,79.25
114.00,81.05,113.50,79.55
113.00,81.05,112.40,80.05
112.00,81.05,111.30,80.45
111.00,81.05,110.20,80.75
110.00,81.05,109.00,81.05
109.00,81.05,107.90,81.15
108.00,81.05,106.80,81.35
107.00,81.05,105.60,81.35
106.00,81.05,104.40,81.35
105.00,81.05,103.30,81.35
104.00,81.05,102.30,81.45
103.00,81.05,101.20,81.55
102.00,81.05,100.00,81.75
101.00,81.05,99.00,82.15
100.00,81.05,98.10,82.55
99.00,81.05,97.70,82.95
98.00,81.05,97.50,83.25
97.00,81.05,97.30,83.55
96.00,81.05,97.00,83.95
95.00,81.05,96.40,84.25
94.00,81.05,95.70,84.45
93.00,81.05,95.00,84.55
