name,owner,lat,lng
Theodor-Heuss-Straße,Theodor-Heuss-Straße,53.245256,10.432232
TartuerStraße9,TartuerStraße9,53.25383,10.43314
Stormarnstraße33,Stormarnstraße33,53.708907,10.018673
Sudentenstraße29-43,Sudentenstraße29-43,47.857159,11.486716
Sunderlandstraße4,Sunderlandstraße4,51.447591,7.056598
StettinerStr.22,StettinerStr.22,52.43062,9.85233
Steinstraße7,Steinstraße7,52.235069,9.851476
Stadtplatz3,Stadtplatz3,49.232787,11.671319
Stadtplatz30,Stadtplatz30,48.36144,12.50816
Stadtweg160,Stadtweg160,53.570006,9.470984
Stefanstraße0,Stefanstraße0,50.7325258,6.2136456
SilgenBargen41,SilgenBargen41,54.060854,10.229048
SerwaysTraveWestBAB1,SerwaysTraveWestBAB1,53.81885,10.478865
Schützenstraße(Parkplatz),Schützenstraße(Parkplatz),50.249507,12.040495
SegebergerStraße9,SegebergerStraße9,53.75037,10.12653
Schäferwiese15,Schäferwiese15,52.02275,10.42698
Schützenplatz,Schützenplatz,52.44611,10.01244
Schweppermannstr.12,Schweppermannstr.12,48.256559,12.413398
Schulte-Pelkum-Straße,Schulte-Pelkum-Straße,51.446726,7.039363
SchulstraßeFlurNr.23121,SchulstraßeFlurNr.23121,50.268391,10.369929
Schulweg2,Schulweg2,47.8509,12.7848
Schulgasse1,Schulgasse1,48.84547,12.61902
Schulstr2,Schulstr2,48.81219,12.57048
Schulstr.1,Schulstr.1,52.875673,9.063259
Schulstraße13,Schulstraße13,52.13939,11.09975
Schlossplatz2,Schlossplatz2,52.80641,9.14646
Schloßstr.7,Schloßstr.7,52.253915,13.933157
Schloßweg6,Schloßweg6,48.6132,11.5622
Wilmsweg8,Wilmsweg8,51.475219,6.929397
Wilmsweg24,Wilmsweg24,51.475957,6.930575
Viktor-Koch-Straße4,Viktor-Koch-Straße4,49.38931,12.13557
WetterauOstBAB5,WetterauOstBAB5,50.35566,8.69456
WetterauWestBAB5,WetterauWestBAB5,50.35754,8.69412
WiesenwegamGierenberg,WiesenwegamGierenberg,53.458335,9.49183
WedelerChaussee43D,WedelerChaussee43D,53.671263,9.674622
WeiskirchenSüdBAB3,WeiskirchenSüdBAB3,50.055416,8.906421
Wannseestr.7,Wannseestr.7,52.393301,13.210953
Weserstr.2,Weserstr.2,52.45843,9.9899
Weserstraße1,Weserstraße1,52.80469,9.14278
Van-Wouwer-Straße6,Van-Wouwer-Straße6,54.37784,9.072653
WasbekerStraße330,WasbekerStraße330,54.070877,9.94127
Weinbergsweg,Weinbergsweg,52.401404,13.258282
UnteresSchloss2,UnteresSchloss2,48.5619,12.8173
Uferstraße,Uferstraße,50.151879,10.381554
Unterdürrbacherstraße14-22,Unterdürrbacherstraße14-22,49.804445,9.895969
Walpertshofenbei3,Walpertshofenbei3,48.290021,11.455033
Waldstraße14,Waldstraße14,53.952258,10.209471
WanderuperStraße18,WanderuperStraße18,54.66956,9.39523
TögingerStraße18A,TögingerStraße18A,48.244493,12.526646
ThornerStraße13,ThornerStraße13,53.25982,10.40024
TrebbinerStr.beiNr.22,TrebbinerStr.beiNr.22,52.235478,12.985027
TölzerStrasse135,TölzerStrasse135,47.84524,11.677819
Tristanstraße12,Tristanstraße12,48.13797,11.3868
ThüringerWaldNord,ThüringerWaldNord,50.726326,10.844166
TornowerStr.6,TornowerStr.6,52.47074,14.02041
Theodor-Storm-Str.4,Theodor-Storm-Str.4,53.933546,10.209471
Tholendorf1,Tholendorf1,54.32454,8.68044
VogtlandNordBAB72,VogtlandNordBAB72,50.466745,12.184971
VordemHannoverschenTor12,VordemHannoverschenTor12,52.44446,10.00211
VogtlandSüdBAB72,VogtlandSüdBAB72,50.433618,12.129586
Vogelanger2,Vogelanger2,47.99927,11.34134
HarzWest,HarzWest,51.928028,10.141730
WolfsburgDetmeroderMarkt,WolfsburgDetmeroderMarkt,52.392241,10.753713
Illertissen,Illertissen,48.219137,10.127765
AmFichtenplanSüd,AmFichtenplanSüd,52.315620,13.494702
Bochum,Bochum,51.474082,7.151429
WolfsburgForumAutoVision,WolfsburgForumAutoVision,52.424872,10.745689
WolfsburgAllerpark,WolfsburgAllerpark,52.437710,10.809069
AugsburgOst,AugsburgOst,48.411614,10.914898
Pilsting,Pilsting,48.692530,12.672979
BadCambergWest,BadCambergWest,50.299926,8.234700
Wernberg-Köblitz,Wernberg-Köblitz,49.532356,12.134910
Friedberg,Friedberg,48.406431,10.952255
HarzOst,HarzOst,51.926279,10.143238
Kirchheim(Tal),Kirchheim(Tal),50.833837,9.570775
Hamminkeln,Hamminkeln,51.739103,6.595180
WismarSupercharger,WismarSupercharger,53.8792850000,11.4540020000
NossenSupercharger,NossenSupercharger,51.0824600000,13.2740880000
LippetalSupercharger,LippetalSupercharger,51.6955400000,7.9671280000
ErhartingSupercharger,ErhartingSupercharger,48.2825870000,12.5547400000
KnetzgauSupercharger,KnetzgauSupercharger,49.9823990000,10.5556160000
WörthSupercharger,WörthSupercharger,48.6256040000,12.3202510000
EschbornSupercharger,EschbornSupercharger,50.1336410000,8.5610380000
Berlin-EUREF-CampusSupercharger,Berlin-EUREF-CampusSupercharger,52.4808910000,13.3559270000
HermsdorfSupercharger,HermsdorfSupercharger,50.8898640000,11.8713980000
PfaffenhofenSupercharger,PfaffenhofenSupercharger,48.5182780000,11.5623050000
NürburgringSupercharger,NürburgringSupercharger,50.3310200000,6.9456090000
WeibersbrunnSupercharger,WeibersbrunnSupercharger,49.9348380000,9.3537490000
WeiterstadtSupercharger,WeiterstadtSupercharger,49.8967990000,8.6141370000
MurrSupercharger,MurrSupercharger,48.9560780000,9.2454350000
KarlsruheSupercharger,KarlsruheSupercharger,48.9990430000,8.4287470000
GelnhausenSupercharger,GelnhausenSupercharger,50.1886220000,9.1861740000
BrunnthalSupercharger,BrunnthalSupercharger,48.0275100000,11.6574900000
ErlangenSupercharger,ErlangenSupercharger,49.5441210000,11.0287200000
FrechenSupercharger,FrechenSupercharger,50.9179240000,6.8331900000
Bochum-RuhrParkSupercharger,Bochum-RuhrParkSupercharger,51.4950320000,7.2849580000
ReinfeldSupercharger,ReinfeldSupercharger,53.8232230000,10.5036200000
PanketalSupercharger,PanketalSupercharger,52.6207320000,13.5416200000
TürkheimSupercharger,TürkheimSupercharger,48.0424950000,10.6200990000
ZusmarshausenSupercharger,ZusmarshausenSupercharger,48.4077020000,10.5992930000
Ellwangen-HotelMontanaSupercharger,Ellwangen-HotelMontanaSupercharger,48.9591850000,10.1736990000
IllertissenSupercharger,IllertissenSupercharger,48.2188060000,10.1273890000
München-OEZSupercharger,München-OEZSupercharger,48.1844980000,11.5325160000
CastroperHellweg111,CastroperHellweg111,51.5015,7.25796
Tourist-InformationArnbruck,Tourist-InformationArnbruck,49.12983,12.99138
Marktplatz1,Marktplatz1,49.31083,12.17533
Flurweg3,Flurweg3,48.73421,12.9056
MindenerLandstraße,MindenerLandstraße,52.634964,9.2071
EitzerStraße12,EitzerStraße12,52.914567,9.231937
Markt9,Markt9,54.418408,13.433553
Brückenstraße6,Brückenstraße6,52.643257,9.207209
EUROMOBILAutohausSchürmannGmbH,EUROMOBILAutohausSchürmannGmbH,49.547064,10.224784
RathausRottenburga.d.Laaber,RathausRottenburga.d.Laaber,48.70258,12.02805
UlrichsbergerStraße1-1,UlrichsbergerStraße1-1,48.846884,12.963179
StockholmerStraße6,StockholmerStraße6,49.229229,7.410162
Ersatzstraße3,Ersatzstraße3,49.95123,7.82903
P2anderAu,P2anderAu,47.880646,11.704248
KaikenriederStraße39,KaikenriederStraße39,49.025632,13.002972
NienburgerDamm8,NienburgerDamm8,52.622876,9.240442
Marktplatz,Marktplatz,47.87801,11.702029
WurzacherStraße48,WurzacherStraße48,47.919327,9.760191
Bahnhofstraße27C,Bahnhofstraße27C,48.429477,12.935991
99331,99331,50.724819,10.847135
A9,A9,48.837441,11.471196
A5,A5,49.746929,8.591681
Ahornstraße,Ahornstraße,48.898521,13.180901
McCafé,McCafé,53.692829,10.320608
CoffeeFellows,CoffeeFellows,53.694352,10.324271
A9,A9,51.104587,11.954786
A7,A7,49.485715,10.212881
Holmmoorweg60-60,Holmmoorweg60-60,53.71669,9.937559
L3207,L3207,50.418047,9.734121
AnderSchoberschneise1,AnderSchoberschneise1,50.622954,8.894852
A9,A9,48.837468,11.469151
PoschetsriederStraße14,PoschetsriederStraße14,48.966977,13.139199
A8,A8,48.171,11.447049
Florianstraße28,Florianstraße28,49.247338,7.259347
LandshuterStraße160,LandshuterStraße160,48.399141,12.723921
KammersteinerLand-Süd,KammersteinerLand-Süd,49.305983,10.966977
GemeindeverwaltungMiltach,GemeindeverwaltungMiltach,49.158156,12.770012
Dieter-Görlitz-Platz9,Dieter-Görlitz-Platz9,48.828823,12.95668
Bahnhofstraße16C,Bahnhofstraße16C,48.430729,12.938066
Bahnhofstraße21,Bahnhofstraße21,48.429592,12.939538
McCafé,McCafé,49.176336,11.728322
Pfarrgarten1,Pfarrgarten1,47.774359,10.748713
Lindenstraße14-30,Lindenstraße14-30,51.229511,10.944598
Innstraße69,Innstraße69,48.563598,13.445517
JanahoferStraße,JanahoferStraße,49.215777,12.669114
GemeindeLangdorf,GemeindeLangdorf,49.013633,13.1474
Ludwigsthal,Ludwigsthal,49.060839,13.235885
GutRiedelsbach,GutRiedelsbach,48.7502,13.78764
Regentalstraße,Regentalstraße,49.197035,13.007876
Pledlstraße1,Pledlstraße1,48.72299,13.077362
BahnhofZwiesel(Bayern),BahnhofZwiesel(Bayern),49.020852,13.226439
Semmelmann,Semmelmann,49.185273,12.375969
Martinsplatz8,Martinsplatz8,49.013592,12.984912
Leutnerstraße15,Leutnerstraße15,48.87389,12.58907
Donaugasse1,Donaugasse1,48.885431,12.575753
GemeindeverwaltungRuderting,GemeindeverwaltungRuderting,48.655868,13.406625
Bahnhofstraße2-2,Bahnhofstraße2-2,48.629934,13.191563
Bräumeisterweg16,Bräumeisterweg16,49.339779,12.534961
KerstinGrau,KerstinGrau,48.968813,13.136244
Rathausstraße3,Rathausstraße3,48.74129,13.52074
Bahnhofstraße2,Bahnhofstraße2,48.856057,12.913307
Fritz-Schäffer-Straße32,Fritz-Schäffer-Straße32,48.861943,12.88856
Pfarrweg5,Pfarrweg5,48.84418,13.14083
Arberstraße24,Arberstraße24,49.196584,13.052023
Scharnagl,Scharnagl,49.08807,13.248
Rathausplatz1,Rathausplatz1,48.671194,13.471471
Schulstraße6,Schulstraße6,48.85226,13.27784
GemeindeverwaltungHaidmühle,GemeindeverwaltungHaidmühle,48.825633,13.775536
Steinberg,Steinberg,48.856371,13.394942
Lindenstraße13,Lindenstraße13,49.296832,12.916878
Pointwiese4,Pointwiese4,49.10708,13.00871
SparkassePassau,SparkassePassau,48.71569,13.32972
Kath.PfarramtAuerbach,Kath.PfarramtAuerbach,48.803724,13.09856
A92,A92,48.830924,12.950218
Hauptstraße,Hauptstraße,49.122153,13.204266
Kirchgasse21,Kirchgasse21,49.271728,12.813463
Ladestraße,Ladestraße,49.070609,13.102518
Sondergeb.CellerStraßeLuisenweg,Sondergeb.CellerStraßeLuisenweg,52.660185,9.237164
WebersBackstubeCafehausMeckenbeuren,WebersBackstubeCafehausMeckenbeuren,47.70076,9.55821
HannoverscheStraße77A,HannoverscheStraße77A,52.628582,9.22226
Schloßplatz,Schloßplatz,52.641783,9.205962
Südring2,Südring2,52.620023,9.20216
GrünerJäger23,GrünerJäger23,52.806297,9.196052
Drögenholzberg2,Drögenholzberg2,53.439974,9.504058
Jahnstraße22,Jahnstraße22,49.198259,12.517487
AmPenzingerFeld15,AmPenzingerFeld15,48.053907,10.89044
KindergartenSonnenblume,KindergartenSonnenblume,47.968959,9.509356
Zeppelinstraße22,Zeppelinstraße22,49.15917,11.04151
NeustadtamRübenberge,NeustadtamRübenberge,52.515687,9.462261
Seestraße19,Seestraße19,49.236751,12.420279
Rathausplatz1,Rathausplatz1,47.939881,12.934865
Saumurplatz,Saumurplatz,52.923784,9.257293
Dreher'sErlebnishof,Dreher'sErlebnishof,48.000592,9.544661
PfaffenthannerWeg5,PfaffenthannerWeg5,49.078144,12.393958
GemeindeverwaltungSalzweg,GemeindeverwaltungSalzweg,48.614769,13.481146
SchloßWolfstein,SchloßWolfstein,48.812777,13.543055
Weserstraße28,Weserstraße28,52.931347,9.225084
LangeStraße21,LangeStraße21,52.567646,9.021926
Europaring4,Europaring4,48.894706,12.657505
Kurhaus,Kurhaus,48.807405,13.545458
Reeperbahn4A,Reeperbahn4A,52.921326,9.227112
KindergartenStadtMengen,KindergartenStadtMengen,48.04858,9.328835
HorníVltavice,HorníVltavice,48.955421,13.759756
AmAutobahnkreuz6,AmAutobahnkreuz6,49.143895,9.308764
SparkasseHohenlohekreis,SparkasseHohenlohekreis,49.198723,9.475842
Baumgartenstraße2,Baumgartenstraße2,47.878176,11.698848
AlteSeerStraße2B,AlteSeerStraße2B,49.158174,11.719893
Stadtplatz,Stadtplatz,48.06313,12.766941
PostHauptstraße,PostHauptstraße,48.216826,12.243825
Herdergarten,Herdergarten,47.87798,11.702798
ThannerStraße4,ThannerStraße4,47.875786,11.701106
Baumgartenstraße7A,Baumgartenstraße7A,47.876882,11.698281
Mittelweg15,Mittelweg15,49.201306,12.664844
RheingauerStraße2,RheingauerStraße2,50.025088,8.117306
RaststätteHörselgauNord,RaststätteHörselgauNord,50.912719,10.587049
LandshuterStraße57,LandshuterStraße57,48.452777,12.336874
A99,A99,48.123418,11.757978
Bahnhofstraße,Bahnhofstraße,47.80126,12.177337
Segafredo,Segafredo,50.712095,9.661313
A7,A7,50.714107,9.660975
MarchéHolmmoorOst,MarchéHolmmoorOst,53.717137,9.939907
L2310,L2310,50.056366,8.908267
RasthofGrunewald,RasthofGrunewald,52.433989,13.191798
Teufelstalweg9-9,Teufelstalweg9-9,50.875695,11.808378
Harbke,Harbke,52.214892,11.079782
Mühlenfließ,Mühlenfließ,52.132321,12.750125
NeuhauserStraße3,NeuhauserStraße3,48.38078,10.10287
Totensteinstraße20,Totensteinstraße20,50.821378,12.765028
RathausFrielendorf,RathausFrielendorf,50.974994,9.319218
Evang.Zachäuskindergarten,Evang.Zachäuskindergarten,48.194304,11.371807
DieMarck1,DieMarck1,50.877377,11.807625
Badstraße21,Badstraße21,49.221728,12.674596
Scharrerstraße24,Scharrerstraße24,48.857111,13.396637
LandshuterStraße1B,LandshuterStraße1B,49.175451,12.852154
Bahnhofstraße5,Bahnhofstraße5,48.196437,11.373187
LandhauszurOhe,LandhauszurOhe,48.823628,13.342468
Dr.-Ludwig-und-Johanna-Stockbauer-Platz30,Dr.-Ludwig-und-Johanna-Stockbauer-Platz30,48.91629,13.36016
Schießstättenweg8,Schießstättenweg8,49.456598,12.17922
KatzdorferStraße,KatzdorferStraße,49.347844,12.37168
NeufahrnerStraße45,NeufahrnerStraße45,48.702157,12.039256
Schulstraße3,Schulstraße3,48.314344,12.276557
Freie,Freie,49.065314,11.885397
Sandstraße,Sandstraße,49.32263,12.11713
McPaper,McPaper,52.364927,14.061006
Wolfgrubenweg,Wolfgrubenweg,49.458837,12.407962
NeueStraße,NeueStraße,52.637696,9.205379
DEG28,DEG28,48.71194,13.044367
CellerStraße1,CellerStraße1,52.65274,9.218232
BodensteinerStraße33,BodensteinerStraße33,49.194995,12.278407
BusbahnhofBurglengenfeld,BusbahnhofBurglengenfeld,49.201234,12.062105
Johann-Andreas-Schmeller-GymnasiumNabburg,Johann-Andreas-Schmeller-GymnasiumNabburg,49.453261,12.174831
Dr.(Univ.Sassari)StephanSterr,Dr.(Univ.Sassari)StephanSterr,49.08474,12.75446
RegensburgerStraße4,RegensburgerStraße4,48.879979,12.56441
Grünaustraße1,Grünaustraße1,48.572982,13.45448
GroßerArber,GroßerArber,49.120283,13.143635
Ferstlstraße4,Ferstlstraße4,48.776198,12.253295
VerdenerLandstraße2,VerdenerLandstraße2,52.689249,9.233946
AqacurBadeweltKötzting,AqacurBadeweltKötzting,49.174821,12.862148
Maxmühle,Maxmühle,48.77541,12.958913
Adolf-Kolping-Straße8,Adolf-Kolping-Straße8,49.195054,12.518436
Bahnhofsplatz4,Bahnhofsplatz4,49.078621,12.889736
Niederbayer.Landwirtschaftmuseum,Niederbayer.Landwirtschaftmuseum,48.970115,13.125099
Industriestraße35,Industriestraße35,51.512261,10.242484
Bachstraße,Bachstraße,49.794366,6.821461
Sattlergassl,Sattlergassl,48.983251,12.985121
Schulweg4,Schulweg4,48.594965,13.5511
Kirchweg2,Kirchweg2,48.728587,13.37973
Dr.-Walter-Bruch-Straße,Dr.-Walter-Bruch-Straße,48.78887,12.896044
Eisenstraße17,Eisenstraße17,50.654923,11.373749
Holbeinstraße18B,Holbeinstraße18B,48.2688,12.60551
Kirchenstraße9,Kirchenstraße9,49.310306,12.173765
AmMuseumspark1,AmMuseumspark1,48.98809,13.298334
Rachelstraße6,Rachelstraße6,49.22543,12.67159
Lohwaldstraße54,Lohwaldstraße54,48.395451,10.823434
Kantor-Bischoff-Platz7,Kantor-Bischoff-Platz7,51.354806,11.097758
AubingerWeg47,AubingerWeg47,48.169916,11.362979
WeißachenerStraße23,WeißachenerStraße23,47.806801,12.585609
Gutshofstuben,Gutshofstuben,49.23767,11.628994
Weinbergerstraße,Weinbergerstraße,48.815745,11.848307
Raiffeisenplatz4,Raiffeisenplatz4,47.806744,12.591481
Max-Bronold-Straße19,Max-Bronold-Straße19,48.813732,11.846007
AVIA,AVIA,49.11046,12.120393
Technologiecampus6,Technologiecampus6,49.024929,13.004195
Gemeindl.KinderkrippeKrabbelkäfer,Gemeindl.KinderkrippeKrabbelkäfer,48.824395,12.049612
MarktlerStraße14-20,MarktlerStraße14-20,48.169358,12.831
BahnhofFischbachau,BahnhofFischbachau,47.70573,11.93408
Marktplatz24,Marktplatz24,48.821311,12.051037
Schulstraße3,Schulstraße3,48.057657,12.112143
KleinerExerzierplatz,KleinerExerzierplatz,48.571733,13.457934
Brendanlage6,Brendanlage6,50.32532,10.2203
RodingamBahnhof12-18,RodingamBahnhof12-18,49.213879,12.514235
RathausHunderdorf,RathausHunderdorf,48.942384,12.724004
GemeindeverwaltungHohenau,GemeindeverwaltungHohenau,48.84989,13.48751
RosalieRiepl,RosalieRiepl,48.26242,12.27392
Bahnhofstraße10-14,Bahnhofstraße10-14,48.80513,13.547797
AchumerStraße,AchumerStraße,52.284603,9.090568
WinterhäuserStraße20B,WinterhäuserStraße20B,49.76139,9.95988
Langendamm,Langendamm,52.613318,9.256452
HaslocherStraße23,HaslocherStraße23,49.76941,9.51253
SpindlerSEWÜGmbH,SpindlerSEWÜGmbH,49.79734,9.95908
Touristeninformation,Touristeninformation,48.779297,13.444903
NürnbergerStraße110,NürnbergerStraße110,49.7983,9.99306
Gewerbering2,Gewerbering2,51.580778,6.261696
JosefAusmann,JosefAusmann,48.58949,12.02521
AmEisenhammer3,AmEisenhammer3,49.41042,12.22916
Oberlandweg3,Oberlandweg3,47.739981,10.778837
HohenlindenerStraße7,HohenlindenerStraße7,48.111858,12.110849
Hiebelerstraße,Hiebelerstraße,47.570038,10.666705
Heubachgasse3,Heubachgasse3,49.581984,12.523211
MünchbergerStraße65,MünchbergerStraße65,50.23731,11.726605
SchiffelsfelderWeg1,SchiffelsfelderWeg1,50.219125,7.60417
Rudolf-Diesel-Straße17,Rudolf-Diesel-Straße17,51.663354,6.663868
Othellostraße27,Othellostraße27,48.736441,9.122186
Frankenstraße4,Frankenstraße4,49.028468,12.107743
Pfarrstraße13,Pfarrstraße13,48.650699,13.62346
Schillerstraße17,Schillerstraße17,50.870906,9.343528
Stadtgraben8,Stadtgraben8,48.668854,12.692858
Unterösch2,Unterösch2,47.711899,9.265617
WinhöringerStraße22,WinhöringerStraße22,48.26044,12.60123
SkizentrumMitterfirmiansreut,SkizentrumMitterfirmiansreut,48.893279,13.648857
BogenerStraße4-4,BogenerStraße4-4,48.973313,12.751368
Rathausstraße10,Rathausstraße10,48.350645,13.314251
Georgsplatz1,Georgsplatz1,49.040897,12.538903
Bräugasse,Bräugasse,48.35935,13.201086
Mainstraße1A,Mainstraße1A,52.935367,9.228186
PassauerStraße43A,PassauerStraße43A,48.511242,13.437142
Mühlenweg,Mühlenweg,50.56939,7.785437
Schulgasse4,Schulgasse4,48.79284,13.25523
Branntweinhäuser16,Branntweinhäuser16,48.775793,13.735659
Gellert16,Gellert16,48.624707,13.222014
Hintermarkt9,Hintermarkt9,48.545685,13.222531
AmRosenhügel10,AmRosenhügel10,51.307264,7.111271
SparkasseNiederbayern-Mitte,SparkasseNiederbayern-Mitte,49.023894,12.714974
Mühlenplatz,Mühlenplatz,52.560088,9.125144
August-Bebel-Platz,August-Bebel-Platz,51.35557,11.102238
GoldenerSteig8,GoldenerSteig8,48.890731,13.428062
MichelsrombacherStraße6,MichelsrombacherStraße6,50.581297,9.70633
Bahnhofstraße6,Bahnhofstraße6,48.745382,11.436131
Schwimmbadstraße2,Schwimmbadstraße2,49.32067,12.12827
Graf-Ulrich-Philipp-Platz1,Graf-Ulrich-Philipp-Platz1,48.751485,12.960641
Hausstein,Hausstein,48.862958,13.066625
K420,K420,51.629789,9.921581
LangeStraße60,LangeStraße60,51.078541,10.864274
Badstraße,Badstraße,48.436404,13.338946
Ladestraße,Ladestraße,51.49873,9.39523
Allmendstraße24,Allmendstraße24,48.049656,8.212712
Bischof-von-Ketteler-Straße1,Bischof-von-Ketteler-Straße1,48.248861,12.523827
Klosterplatz3-4,Klosterplatz3-4,48.589076,13.086366
Mühlbergstraße,Mühlbergstraße,48.719042,13.277865
Hochfellnstraße16,Hochfellnstraße16,47.804985,12.590335
Kleegartenstraße19-19,Kleegartenstraße19-19,48.683169,12.698483
Schulgasse3,Schulgasse3,47.99148,12.30679
Hafenstraße12C,Hafenstraße12C,54.512499,13.641301
Mühlbauerstraße4,Mühlbauerstraße4,48.256696,12.545529
Stadtwerke-Muehldorf,Stadtwerke-Muehldorf,48.241264,12.522087
Dr.Phil.HelgaLauchart,Dr.Phil.HelgaLauchart,47.734801,12.45785
Bahnhofstraße6A,Bahnhofstraße6A,48.406024,13.313722
KioskamTierpark,KioskamTierpark,49.17131,13.08924
ShellRecharge,ShellRecharge,53.067910,12.533343
Marktplatz,Marktplatz,48.12523,8.332427
Emil-Richter-Straße1,Emil-Richter-Straße1,48.55829,13.381227
KronacherStraße2-14,KronacherStraße2-14,50.24814,11.21033
Klosterkirchengasse1-1,Klosterkirchengasse1-1,50.322652,10.217375
Max-Emanuel-Platz12,Max-Emanuel-Platz12,48.061994,12.235057
ThüringerHütte,ThüringerHütte,50.479295,10.081926
DüsteresTor3A,DüsteresTor3A,51.754573,11.453623
Raiffeisenstraße2,Raiffeisenstraße2,48.2649,12.649837
AmMarkt11,AmMarkt11,51.882142,12.457818
Willi-Hussong-Straße,Willi-Hussong-Straße,50.282098,10.974116
GroßerAnger,GroßerAnger,50.037398,10.503786
MagdeburgerStraße24,MagdeburgerStraße24,51.758903,11.449798
LautererStraße,LautererStraße,50.284229,10.979102
BambergerStraße6,BambergerStraße6,50.252931,10.962314
AmFleck394,AmFleck394,50.277571,10.72538
WeidhäuserStraße55,WeidhäuserStraße55,50.215948,11.144733
BambergerStraße6,BambergerStraße6,50.253247,10.962074
RegensburgerStraße10,RegensburgerStraße10,49.121765,12.127144
Konrad-Adenauer-Straße12,Konrad-Adenauer-Straße12,48.852615,12.958769
Robert-Koch-Straße1A,Robert-Koch-Straße1A,48.108954,11.434565
Kreuzstraße3,Kreuzstraße3,48.130283,8.230794
Industriestraße10A,Industriestraße10A,52.191368,8.354138
Goethestraße19,Goethestraße19,50.324738,10.211939
Fahrmannstraße,Fahrmannstraße,49.813329,9.871122
AmHauptbahnhof5-5,AmHauptbahnhof5-5,51.867663,12.66042
UrsulasriederStraße1,UrsulasriederStraße1,47.749104,10.319732
Magdalene-Schoch-Straße5,Magdalene-Schoch-Straße5,49.786738,9.967867
Fischergasse1,Fischergasse1,48.955556,10.909722
Brückenstraße,Brückenstraße,52.669983,13.322082
Wilhelm-Külz-Straße1B,Wilhelm-Külz-Straße1B,52.670094,13.286356
WombachersVinothek,WombachersVinothek,49.795821,9.937951
Nassaustraße18,Nassaustraße18,50.684084,8.300409
Marktplatz4,Marktplatz4,51.162128,11.117069
Ludwig-Erhard-Straße,Ludwig-Erhard-Straße,48.539899,12.100458
GehrenerRing,GehrenerRing,50.227714,8.873075
LarsonBarracks1-1,LarsonBarracks1-1,49.731636,10.147702
AnschlussstelleLeinfelden-Echterdingen-Nord,AnschlussstelleLeinfelden-Echterdingen-Nord,48.69789,9.167485
Justus-von-Liebig-Straße1-1,Justus-von-Liebig-Straße1-1,48.067326,10.858846
BerlinerStraße,BerlinerStraße,52.713949,13.276759
Karolingerstraße31,Karolingerstraße31,50.32789,10.21717
AllegoQuickcharger,AllegoQuickcharger,54.111200,12.164286
AmAussichtsturm5,AmAussichtsturm5,48.057289,12.237016
Maininsel81/2,Maininsel81/2,50.04181,10.23688
Schloßstraße10,Schloßstraße10,48.303093,11.845722
RottendorferStraße59,RottendorferStraße59,49.79095,9.964081
BRKKinderkrippeSt.Elisabeth,BRKKinderkrippeSt.Elisabeth,48.046209,11.969361
Schulgasse12,Schulgasse12,48.695889,8.940333
Johann-Georg-Fendt-Straße26,Johann-Georg-Fendt-Straße26,47.778783,10.613455
Bahnhofstraße40,Bahnhofstraße40,47.773576,10.614511
FreisingerStraße51,FreisingerStraße51,48.339904,11.836367
NeugablonzerStraße21,NeugablonzerStraße21,47.883812,10.624664
Schweigerstraße1,Schweigerstraße1,48.337565,11.838883
Rosenstraße,Rosenstraße,48.712639,8.989972
Bahnhofstraße3,Bahnhofstraße3,51.695654,9.870576
Schelmenhofstraße,Schelmenhofstraße,47.875118,10.63003
MarinaforumRegensburg,MarinaforumRegensburg,49.017261,12.118002
Angerstraße6,Angerstraße6,47.781351,10.616673
Hans-Eham-Platz1,Hans-Eham-Platz1,48.044001,11.965511
NiorterStraße,NiorterStraße,50.287059,10.980765
RotterStraße8,RotterStraße8,48.045674,11.969031
Oberstraße60,Oberstraße60,51.759061,11.472241
ParkplatzamTheaterplatz,ParkplatzamTheaterplatz,48.047835,10.492448
RathausGrubamForst,RathausGrubamForst,50.227412,11.023105
BURGERKING,BURGERKING,54.299975,13.093941
VillingerStraße1,VillingerStraße1,48.078669,8.366066
EvangelischeKirche,EvangelischeKirche,48.1255,8.326627
RosenauerStraße55-61,RosenauerStraße55-61,50.269622,10.973786
GustowerWeg3-3,GustowerWeg3-3,54.271138,13.114643
Eberhardstraße3,Eberhardstraße3,48.722472,8.964417
Postbank-Finanzcenter,Postbank-Finanzcenter,54.320268,13.049771
Landwehrstraße,Landwehrstraße,48.06157,12.23562
ThermeSinnflut,ThermeSinnflut,50.311517,9.795584
Stadtplatz22-50,Stadtplatz22-50,48.241369,12.52421
Schlossmühlkindergarten,Schlossmühlkindergarten,49.856433,9.957552
AmLangendorferBerg1-1,AmLangendorferBerg1-1,54.301452,13.021251
Geschwister-Scholl-Platz4,Geschwister-Scholl-Platz4,50.206583,10.081704
Zinzendorfplatz10,Zinzendorfplatz10,48.139599,8.420484
Dr.-Wunderle-Straße,Dr.-Wunderle-Straße,49.01657,12.10108
A93,A93,49.01643,12.06604
DonauArena,DonauArena,49.026098,12.13221
Agip,Agip,50.031468,10.541125
Gutenbergring1,Gutenbergring1,48.936364,12.056967
Joe'sCantinayBar,Joe'sCantinayBar,49.796559,9.927186
Universitätsstraße,Universitätsstraße,49.000678,12.093926
Bahnhofstraße14,Bahnhofstraße14,49.07552,12.194106
MüllerBrot,MüllerBrot,49.01965,12.08982
AmProtzenweiher5,AmProtzenweiher5,49.026192,12.096606
Keplerstraße,Keplerstraße,48.988067,12.204059
