name,owner,lat,lng
ÅkerbohemmetLöttorpClever,ÅkerbohemmetLöttorpClever,57.164598,17.011410
RonnebyResecentrumClever,RonnebyResecentrumClever,56.207962,15.282372
KalmarÖlandAirportClever,KalmarÖlandAirportClever,56.676079,16.287541
Folktandvården,Folktandvården,56.854474,14.819742
HolmgrensbiliVäxjö,HolmgrensbiliVäxjö,56.880137,14.761245
McDonaldsKungälv,McDonaldsKungälv,57.875841,11.971639
Gekåsparkering,Gekåsparkering,57.134308,12.709832
FortumMcDonald'sÅrsta,FortumMcDonald'sÅrsta,59.286304,18.048299
Nyakonditoriet,Nyakonditoriet,61.798395,16.550949
GråboTorg,GråboTorg,57.835732,12.297785
Unionen,Unionen,55.565146,12.994424
Infartsparkeringen,Infartsparkeringen,58.905889,17.549167
Kruthusparkeringen,Kruthusparkeringen,58.897167,17.550083
SoldalenKöpingsvik,SoldalenKöpingsvik,56.878632,16.722995
SkurupJärnvägsstation,SkurupJärnvägsstation,55.480418,13.499046
StadshusetPiteå,StadshusetPiteå,65.316032,21.497970
Klimpfjällsgården,Klimpfjällsgården,65.059972,14.799614
UmeåenergiLycksele.,UmeåenergiLycksele.,64.591907,18.679376
HordaPendlarparkering,HordaPendlarparkering,57.032431,14.251547
StoraBurgeGård,StoraBurgeGård,57.195500,18.229353
SAABArena[CLEVER],SAABArena[CLEVER],58.416359,15.635525
IngelstaShopping,IngelstaShopping,58.619390,16.154585
InCharge-SuorvavindAB,InCharge-SuorvavindAB,66.606537,19.831658
KatrineholmCentrum,KatrineholmCentrum,58.994142,16.210903
Skånes-Tranås,Skånes-Tranås,55.615041,13.996647
NorrköpingCentralstationpendlarparkeringen,NorrköpingCentralstationpendlarparkeringen,58.597156,16.177559
TrestadCenter,TrestadCenter,58.339065,12.240212
SanktKnutsTorg,SanktKnutsTorg,55.427924,13.824159
Rådhusparkeringen,Rådhusparkeringen,55.429580,13.828751
UmeåEnergiHemavan.,UmeåEnergiHemavan.,65.819824,15.082426
UmeåEnergiNordmalingResecentrum,UmeåEnergiNordmalingResecentrum,63.577744,19.486699
UmeåenergiGunnarn,UmeåenergiGunnarn,65.006590,17.677646
UmeåEnergiÅnäset,UmeåEnergiÅnäset,64.272327,21.047691
Roslagsstoppet,Roslagsstoppet,59.634785,18.332089
HydroscandVäxjö,HydroscandVäxjö,56.889985,14.763269
KallsedetsFjällcenter,KallsedetsFjällcenter,63.701435,12.957133
Faktorvägen9Kungsbacka,Faktorvägen9Kungsbacka,57.506286,12.079242
OKQ8Nykvarn,OKQ8Nykvarn,59.191227,17.459990
CoopExtraRisängen,CoopExtraRisängen,58.579969,16.221583
FlodaTorg,FlodaTorg,57.807474,12.361679
BurlövsKommunhus,BurlövsKommunhus,55.633897,13.070492
HemköpSkillingaryd,HemköpSkillingaryd,57.427983,14.094407
HestravikenHotellochRestaurang,HestravikenHotellochRestaurang,57.418626,13.627271
StångåHotell,StångåHotell,58.414284,15.628556
KrokslättsFabrikerP-hus,KrokslättsFabrikerP-hus,57.668240,12.009147
NorrtäljeSjukhus,NorrtäljeSjukhus,59.757643,18.690743
Teslasupercharger,Teslasupercharger,65.911572,22.656861
GamlatorgHörby,GamlatorgHörby,55.851062,13.660324
Rimmaregatan1,Rimmaregatan1,57.747795,11.985043
VästervikResort/Lysingsbadet,VästervikResort/Lysingsbadet,57.737875,16.667011
McDonald'sOskarshamn,McDonald'sOskarshamn,57.263799,16.429381
Rollsbovägen25,Rollsbovägen25,57.877736,11.941311
BiltemaSisjön,BiltemaSisjön,57.643581,11.953826
BackaStrandgata10,BackaStrandgata10,57.746089,11.999041
BackaBergögata18,BackaBergögata18,57.747775,12.002318
Bultgatan14,Bultgatan14,57.875750,11.945874
Bultgatan1,Bultgatan1,57.873347,11.943283
OKQ8Halmstad,OKQ8Halmstad,56.674061,12.892971
ParkeringenStenshuvudsNationalpark,ParkeringenStenshuvudsNationalpark,55.656136,14.268119
Strandgalleria-Luleå,Strandgalleria-Luleå,65.585221,22.150893
KommunhusetNorrtälje,KommunhusetNorrtälje,59.762587,18.690780
Sjötullstorget,Sjötullstorget,59.758287,18.707958
Norrteljeporten,Norrteljeporten,59.746078,18.676246
Vingåkerkommun,Vingåkerkommun,59.043220,15.876170
E.ONLaddgata-Snabb-ochDestinationsladdning,E.ONLaddgata-Snabb-ochDestinationsladdning,59.331449,18.086500
MaxLjungby,MaxLjungby,56.812154,13.908899
DELKA,DELKA,60.253942,18.347221
Sandika,Sandika,60.228072,18.408151
RånäsSlott,RånäsSlott,59.791135,18.295584
P-husHerrnhut,P-husHerrnhut,58.349677,11.942157
ByxelkroksHamn,ByxelkroksHamn,57.328200,17.006798
CentrumhusetLöttorp,CentrumhusetLöttorp,57.166423,16.992129
SandviksHamnClever,SandviksHamnClever,57.071848,16.855342
BorgholmHamn,BorgholmHamn,56.880208,16.651252
BorgholmsSlottsParkeringClever,BorgholmsSlottsParkeringClever,56.870324,16.647307
KolsvaBrandstation,KolsvaBrandstation,59.594911,15.850637
PreemMunkeröd,PreemMunkeröd,58.059300,11.878495
E.ON50kWsnabbladdarevidGustavAdolfsTorg,E.ON50kWsnabbladdarevidGustavAdolfsTorg,59.329686,18.069071
E.ONLaddgata-Snabb-ochDestinationsladdning,E.ONLaddgata-Snabb-ochDestinationsladdning,59.327358,18.070428
Stegeborgsgården,Stegeborgsgården,58.446026,16.597824
MaxFalkenberg,MaxFalkenberg,56.931465,12.517813
Allegatan/KällegatanBorås,Allegatan/KällegatanBorås,57.718000,12.943639
HammarbyAllè,HammarbyAllè,59.301912,18.103229
AIEofSweden,AIEofSweden,59.403494,18.354946
HedenstuganB&BHotel,HedenstuganB&BHotel,60.940293,17.048263
Odengatan35Eskilstuna,Odengatan35Eskilstuna,59.373174,16.533962
Flottiljgatan61Västerås,Flottiljgatan61Västerås,59.590312,16.622620
Gesällgatan25Västerås,Gesällgatan25Västerås,59.622619,16.543238
Berslagsvägen115Kolsva,Berslagsvägen115Kolsva,59.602335,15.838222
Hylliebadet,Hylliebadet,55.570348,12.977555
ViskaforsCentrumTorg,ViskaforsCentrumTorg,57.634522,12.857124
E.ONLaddgata-Snabb-ochdestinationsladdning,E.ONLaddgata-Snabb-ochdestinationsladdning,59.344402,18.062722
E.ONLaddgata-Snabb-ochdestinationsladdning,E.ONLaddgata-Snabb-ochdestinationsladdning,59.330473,18.043848
RegionSkåne,RegionSkåne,55.614959,12.988230
SnabbladdareÖregrund,SnabbladdareÖregrund,60.339066,18.444586
E.ONLaddgata-Snabb-ochdestinationsladdning,E.ONLaddgata-Snabb-ochdestinationsladdning,59.331777,18.050165
FortumMcDonaldsNordby,FortumMcDonaldsNordby,59.064108,11.211677
JASelandersgataEskilstuna,JASelandersgataEskilstuna,59.372688,16.514305
PreemMarkaryd,PreemMarkaryd,56.445169,13.603172
KungsholmensHamnplan,KungsholmensHamnplan,59.327378,18.046234
SkaraSommarland,SkaraSommarland,58.405034,13.551518
Överkalixkommunarkiv,Överkalixkommunarkiv,66.327410,22.845501
FriskhusetHudiksvall,FriskhusetHudiksvall,61.726871,17.099643
RålambsvägenLaddgata,RålambsvägenLaddgata,59.328332,18.016463
HemköpHedemora,HemköpHedemora,60.282905,15.991122
Kinnakommunhus,Kinnakommunhus,57.507389,12.697806
HuskvarnaICAKvantum,HuskvarnaICAKvantum,57.790013,14.269416
Kunskapenshus(Marksgymnasium),Kunskapenshus(Marksgymnasium),57.496611,12.664944
LuleåEnergiArena,LuleåEnergiArena,65.589037,22.151064
CircleKSkärholmenSyd,CircleKSkärholmenSyd,59.267454,17.902942
Ästadvingård,Ästadvingård,57.063942,12.556987
Stenkullenidrottsområde,Stenkullenidrottsområde,57.793233,12.308131
OKQ8SkånesFagerhult,OKQ8SkånesFagerhult,56.361205,13.475347
OKQ8Arboga,OKQ8Arboga,59.426181,15.829291
LommaVarvstorget,LommaVarvstorget,55.676156,13.067578
OKQ8Klinga,OKQ8Klinga,58.568309,16.079671
OKQ8Bäckebol,OKQ8Bäckebol,57.772122,11.998451
Vemdalsskalet,Vemdalsskalet,62.481563,13.975049
RastaÖdeshög,RastaÖdeshög,58.233352,14.671039
RegionenshusHalmstad,RegionenshusHalmstad,56.668916,12.856169
GolfparkeringiKullaberg,GolfparkeringiKullaberg,56.299556,12.467723
FEVResecentrum,FEVResecentrum,60.603930,15.642310
NätraMotell&RestaurangBjästa,NätraMotell&RestaurangBjästa,63.206712,18.489990
Örsköldsviksgolfklubb,Örsköldsviksgolfklubb,63.301656,18.941149
Årrenjarkafjällby,Årrenjarkafjällby,66.882827,18.022578
TeslaSuperchargerUppsalaFullerö,TeslaSuperchargerUppsalaFullerö,59.939029,17.656243
NorraVarvsgatan8,NorraVarvsgatan8,57.758864,16.642363
Hanverkargatan2c,Hanverkargatan2c,59.059745,16.592367
ParkeringenLandvettercentrum,ParkeringenLandvettercentrum,57.686160,12.209300
Norrskedika42,Norrskedika42,60.288071,18.286774
LommaHamntorget,LommaHamntorget,55.675169,13.070379
UmeåEnergiVindeln,UmeåEnergiVindeln,64.197987,19.722653
Aludden,Aludden,57.765370,12.256354
UmeåEnergiOKQ8Storuman,UmeåEnergiOKQ8Storuman,65.105152,17.122305
Lumber&Karle,Lumber&Karle,58.300547,13.182277
Degerbynslanthandel,Degerbynslanthandel,59.450068,12.973529
LillaHotellet,LillaHotellet,64.624153,16.656539
Arvikatorg,Arvikatorg,59.654030,12.591976
Förrådsgatan2,Förrådsgatan2,57.670830,15.848478
StadshusetArvika,StadshusetArvika,59.653982,12.596597
Änglundavägen35,Änglundavägen35,59.059991,16.613973
Norrainfarten/Örjansvall,Norrainfarten/Örjansvall,56.683933,12.861192
CoopForumBoden,CoopForumBoden,65.826002,21.684759
OKQ8Årjäng,OKQ8Årjäng,59.394918,12.136964
OKQ8Borås,OKQ8Borås,57.720187,12.974212
OKQ8Himle/Tvååker,OKQ8Himle/Tvååker,57.062702,12.352418
OKQ8Grums,OKQ8Grums,59.367267,13.144168
OKQ8Munkedal/Håby,OKQ8Munkedal/Håby,58.487312,11.630196
Ställdalenstation,Ställdalenstation,59.933070,14.943984
Vikmanshyttan,Vikmanshyttan,60.293040,15.825362
67:ansGrill,67:ansGrill,60.153511,16.946664
JokkmokksTuristbyrå,JokkmokksTuristbyrå,66.604737,19.834311
OKQ8SillekrogSödergående,OKQ8SillekrogSödergående,58.918092,17.368956
STFVandrarhemEdsbyn,STFVandrarhemEdsbyn,61.360059,15.905545
Kungsgården,Kungsgården,59.900608,17.630932
AstridLindgrensVärld,AstridLindgrensVärld,57.675061,15.842193
P-husTrädgården,P-husTrädgården,57.105374,12.247117
ScandicÖrebroVäst,ScandicÖrebroVäst,59.274531,15.177690
ParkeringsgarageTinnis,ParkeringsgarageTinnis,58.405745,15.627408
ResecentrumiLindesberg,ResecentrumiLindesberg,59.594201,15.228659
KopparbergsResecentrum,KopparbergsResecentrum,59.873408,14.986268
Tomelillastation,Tomelillastation,55.546272,13.948694
SjögärdeGK,SjögärdeGK,57.353916,12.250872
LannaLodge,LannaLodge,59.241344,14.904844
Ed-Kommunhuset,Ed-Kommunhuset,58.912389,11.933715
Ed-Willys,Ed-Willys,58.911982,11.932332
HofgårdsskolanSävsjö,HofgårdsskolanSävsjö,57.396358,14.674980
Tomelillakommunp-plats,Tomelillakommunp-plats,55.542671,13.955088
IcaMaxiNacka,IcaMaxiNacka,59.311320,18.174383
Nyacentrumparkeringen(gamlaresecentrum),Nyacentrumparkeringen(gamlaresecentrum),57.263332,16.444907
Resecentrum,Resecentrum,57.261929,16.458018
Vasahallen,Vasahallen,60.277048,15.987873
GrönaLund,GrönaLund,59.324370,18.094767
IngoDala-Floda,IngoDala-Floda,60.509772,14.802376
Teslatanumshede,Teslatanumshede,58.721151,11.345272
Citykompanietparkering,Citykompanietparkering,64.749473,20.956818
Eddahallen,Eddahallen,64.754569,20.970403
ICAMaxiStormarknad,ICAMaxiStormarknad,59.186940,17.578234
GöteborgEnergi,GöteborgEnergi,57.707965,11.991083
Övedskloster,Övedskloster,55.687795,13.635299
TöcksforsSupercharger,TöcksforsSupercharger,59.509482,11.822534
OKQ8Örnsköldsvik,OKQ8Örnsköldsvik,63.291649,18.705943
SommarhemmetDellenbaden,SommarhemmetDellenbaden,61.856068,16.615663
VolvoNybroenergi.se,VolvoNybroenergi.se,56.743193,15.893440
P-husBraxen(Åhlens-garaget),P-husBraxen(Åhlens-garaget),58.412162,15.627229
ICANäraLitshallen,ICANäraLitshallen,63.317308,14.846480
CoopTorvallaCentrum,CoopTorvallaCentrum,63.158590,14.741405
ÖstersundArena,ÖstersundArena,63.195851,14.659665
ICASupermarketVallhalla,ICASupermarketVallhalla,63.169105,14.566755
Ängelholmstation,Ängelholmstation,56.244501,12.854969
Rydebäckstation,Rydebäckstation,55.965736,12.784243
Börjessonsliden,Börjessonsliden,58.277214,11.445950
JönköpingFlygplats,JönköpingFlygplats,57.749893,14.071025
Lillsjöhögensförskola,Lillsjöhögensförskola,63.189275,15.199750
Kalmargolfklubb,Kalmargolfklubb,56.717099,16.347346
CircleKFörslöv,CircleKFörslöv,56.354205,12.818711
IdreFjällPernillaWibergHotel,IdreFjällPernillaWibergHotel,61.887084,12.836441
IdreFjällStadion,IdreFjällStadion,61.892250,12.829875
Folketspark,Folketspark,62.395226,17.286990
Fisktorget,Fisktorget,62.392188,17.308513
Bronsyxegatan2,Bronsyxegatan2,55.568098,13.047342
HyllieStationsväg,HyllieStationsväg,55.562977,12.971299
Storgatan20,Storgatan20,56.998343,13.237772
NPNilssonBåstad,NPNilssonBåstad,56.426562,12.878090
Trintegatan15,Trintegatan15,56.021205,12.775188
MölnlyckeP-hus,MölnlyckeP-hus,57.657760,12.113419
Runebergsplan,Runebergsplan,59.341459,18.069925
Mölnlyckekommunhus,Mölnlyckekommunhus,57.660581,12.115914
TeamTejbrant,TeamTejbrant,57.505746,15.815754
Älgvägen10,Älgvägen10,56.904340,14.815390
LiUMästerMattiasväg,LiUMästerMattiasväg,58.397385,15.573474
SpecmaComponentABLjungby,SpecmaComponentABLjungby,56.831211,13.935415
MAXÖrnsköldsvik,MAXÖrnsköldsvik,63.291011,18.705092
CircleKAkalla,CircleKAkalla,59.413505,17.929447
IcaKvantumNackstaSundsvall,IcaKvantumNackstaSundsvall,62.392100,17.263331
McDonald'sUlricehamn,McDonald'sUlricehamn,57.812492,13.418491
NordemansAudi,NordemansAudi,63.303186,18.718799
Ramlösastation,Ramlösastation,56.023873,12.728738
HotellMossbylund,HotellMossbylund,55.414649,13.623860
Marknadsplatsen,Marknadsplatsen,57.795820,13.414540
AspöLivsochCafé,AspöLivsochCafé,59.478601,17.019448
VendelsöRidskola,VendelsöRidskola,59.195735,18.238934
Hamnen,Hamnen,58.891633,17.553245
Östermalmsvägen/Högbergsgatan,Östermalmsvägen/Högbergsgatan,58.894659,17.554076
UmeåEnergiÅsele,UmeåEnergiÅsele,64.162366,17.353270
Tullgatan/resecentrumparkering,Tullgatan/resecentrumparkering,57.664797,14.975883
Olsbergsarena,Olsbergsarena,57.667478,14.976838
Sala-HebyEnergiABDuoladdare,Sala-HebyEnergiABDuoladdare,59.937930,16.866718
Sala-HebyEnergiABDuoladdare(Incharge),Sala-HebyEnergiABDuoladdare(Incharge),59.933138,16.956741
CoopKalix,CoopKalix,65.854264,23.145061
FalsterboStrandbad,FalsterboStrandbad,55.393320,12.850510
FörboStationsvägen,FörboStationsvägen,57.703954,12.449886
StadshusparkeringenHässleholm,StadshusparkeringenHässleholm,56.159220,13.769140
TyringeStation,TyringeStation,56.159520,13.597620
NyckelhålsparkenHöllviken,NyckelhålsparkenHöllviken,55.419732,12.953094
LandvetterLandevigatan,LandvetterLandevigatan,57.687244,12.209099
FortumMcDonald'sStigsCenter,FortumMcDonald'sStigsCenter,57.747028,11.991910
ResecentrumMellerud,ResecentrumMellerud,58.701596,12.463588
Köpmantorget,Köpmantorget,58.699619,12.452834
McDonald'sMölndal,McDonald'sMölndal,57.645961,11.982612
FortumMcDonald'sPartille,FortumMcDonald'sPartille,57.741090,12.126048
MellerudE45,MellerudE45,58.700473,12.449720
LidlKungsängen,LidlKungsängen,59.492569,17.736526
ICANäraFåker,ICANäraFåker,62.990285,14.598824
FörboVänhemsvägen,FörboVänhemsvägen,57.703408,12.455299
Mölnlyckemotet,Mölnlyckemotet,57.669576,12.090164
Degerforsjärnvägsstation,Degerforsjärnvägsstation,59.229432,14.440702
DegerforsEnergi,DegerforsEnergi,59.249192,14.439114
DegerforsNämndhuset,DegerforsNämndhuset,59.238087,14.431583
Degerforsrondellen,Degerforsrondellen,59.235209,14.429979
GrandSamarkand,GrandSamarkand,56.883585,14.763220
SödraMöckleby,SödraMöckleby,56.356977,16.420890
MörbylångaTorget,MörbylångaTorget,56.527281,16.375069
FörboSolstensgärdet,FörboSolstensgärdet,57.668648,12.117920
SLUUlltuna,SLUUlltuna,59.815893,17.658505
NyköpingsLasarett,NyköpingsLasarett,58.759821,16.999358
HovmantorpStation,HovmantorpStation,56.786146,15.140735
ArbogaLaddregionMälardalen,ArbogaLaddregionMälardalen,59.426384,15.827981
CoopArvidsjaur,CoopArvidsjaur,65.592167,19.178642
CoopRosvik,CoopRosvik,65.430951,21.691552
Insjön-DalakraftSnabbladdare,Insjön-DalakraftSnabbladdare,60.673804,15.088638
GötakanalKarlsborg,GötakanalKarlsborg,58.540960,14.505864
ICAKvantumLuleå,ICAKvantumLuleå,65.594621,22.148837
Askersund,Askersund,58.880000,14.908312
CircleKMalmöDerbyvägen,CircleKMalmöDerbyvägen,55.578266,13.062578
Djurås-DalakraftSnabbladdare,Djurås-DalakraftSnabbladdare,60.559476,15.137393
Säter-DalakraftSnabbladdare,Säter-DalakraftSnabbladdare,60.344239,15.764944
Knalleland,Knalleland,57.732946,12.938955
Söderslättshallen,Söderslättshallen,55.387146,13.153600
Elektriker´nAB,Elektriker´nAB,59.574218,16.396685
AimoParkOxtorget,AimoParkOxtorget,59.335154,18.066475
ICAMAXIHelsingborg,ICAMAXIHelsingborg,56.064957,12.719851
VinslövsStation,VinslövsStation,56.105180,13.916290
PendlarparkeringSösdala,PendlarparkeringSösdala,56.035510,13.678820
FinspångVallonvägen,FinspångVallonvägen,58.707941,15.772495
Laholmstation,Laholmstation,56.502066,12.999659
TrafikplatsPiteåsödra,TrafikplatsPiteåsödra,65.319495,21.418406
Kostakommunalladdplats,Kostakommunalladdplats,56.849089,15.395343
KungsörLaddregionMälardalen,KungsörLaddregionMälardalen,59.423591,16.097678
LesseboparkeringvidCoop,LesseboparkeringvidCoop,56.751182,15.270274
LidlBrolundavägen,LidlBrolundavägen,59.194826,17.602239
MjärdeviCenter,MjärdeviCenter,58.394994,15.559152
Bergavägen,Bergavägen,59.483015,18.303319
P-husFlustret,P-husFlustret,58.391057,15.581854
EnebybergsIP,EnebybergsIP,59.425425,18.030769
Åbyvägen8,Åbyvägen8,57.898154,16.399364
Ovanbroparkeringen,Ovanbroparkeringen,60.485057,15.428900
Tullgatan1Borgholm,Tullgatan1Borgholm,56.880406,16.660981
CoopGällivare,CoopGällivare,67.149098,20.659221
Varbergskusthotell,Varbergskusthotell,57.088924,12.243211
RoslagsbostäderNorrtälje,RoslagsbostäderNorrtälje,59.762182,18.689965
P-HusNyatorget,P-HusNyatorget,58.592158,16.191925
LeksandsSparbank,LeksandsSparbank,60.731185,14.994968
P-husOvalen,P-husOvalen,55.713030,13.201157
Vidhögehallen,Vidhögehallen,57.264486,12.324930
ÅkullaFriluftsgård,ÅkullaFriluftsgård,57.124775,12.563717
Trönningeskola/Tresteget,Trönningeskola/Tresteget,57.138144,12.278768
Hamngatan,Hamngatan,55.372722,13.157026
CoopforumKiruna,CoopforumKiruna,67.845492,20.254884
Collegium,Collegium,58.393489,15.560355
LugnetrondellenJulaMax,LugnetrondellenJulaMax,57.123056,12.267544
BlomsVaruhus,BlomsVaruhus,58.731069,12.453898
Garvarenladdplatser,Garvarenladdplatser,56.831975,13.934972
Johannesbergshuset,Johannesbergshuset,62.629974,17.944125
Högslätten,Högslätten,62.637604,17.964883
BondsjöIP,BondsjöIP,62.642621,17.900365
ParkeringFranzéngatan/Domkyrkan,ParkeringFranzéngatan/Domkyrkan,62.630472,17.942625
Hästsportarenan,Hästsportarenan,62.620872,17.986187
Renströmsgruvan,Renströmsgruvan,64.923037,20.090566
ICAKvantumLudvika,ICAKvantumLudvika,60.151855,15.194237
BergvikKöpcenter,BergvikKöpcenter,59.379425,13.425323
Härnösandshus,Härnösandshus,62.632724,17.944061
MetallgatanÄngelholm[CLEVER],MetallgatanÄngelholm[CLEVER],56.229861,12.865026
P-husVårdtornet,P-husVårdtornet,58.589842,16.182800
Österäng,Österäng,56.043338,14.178744
EverödsFlygplats,EverödsFlygplats,55.924282,14.080963
Tollarpstorg,Tollarpstorg,55.931863,13.976935
Vännäskommunhus,Vännäskommunhus,63.905577,19.751345
Köpmannagatan/Vallgatan,Köpmannagatan/Vallgatan,55.924205,14.296218
Åhushamn,Åhushamn,55.925990,14.302948
ÖstraBoulevarden,ÖstraBoulevarden,56.033041,14.156171
Vattentornet,Vattentornet,56.033523,14.151741
Krinova,Krinova,56.045985,14.146847
BiltorgetSimrishamn,BiltorgetSimrishamn,55.556128,14.351334
Habovårdcentrum,Habovårdcentrum,57.909080,14.090492
GarnisonenBrigadgatan5,GarnisonenBrigadgatan5,58.396792,15.616856
SnabbladdningBolidensindustriområde,SnabbladdningBolidensindustriområde,64.873117,20.374825
Vännäsbypendlarparkering,Vännäsbypendlarparkering,63.915086,19.819401
StoraTorg,StoraTorg,56.031583,14.154337
Vännässtationspendlarparkering,Vännässtationspendlarparkering,63.908809,19.750173
Bolidensindustriområde,Bolidensindustriområde,64.872915,20.373352
Hamnplan,Hamnplan,59.852966,17.644805
Sjöbobusstation,Sjöbobusstation,55.630752,13.702199
HydroscandiÖrebro,HydroscandiÖrebro,59.261324,15.188427
ÖvreTorget,ÖvreTorget,56.525988,14.979751
IcaMaxiMoraberg,IcaMaxiMoraberg,59.200209,17.669873
CoopKronhjorten,CoopKronhjorten,58.280398,12.307071
CampusRoslagen-VattencentrumRoslagen,CampusRoslagen-VattencentrumRoslagen,59.751111,18.673687
EONBesöksparkering,EONBesöksparkering,58.592302,16.198917
GarnisonenBrigadgatan2,GarnisonenBrigadgatan2,58.396611,15.615114
Liljasarena,Liljasarena,56.737815,15.911840
BangårdsgatanGLADAN,BangårdsgatanGLADAN,57.427651,15.078945
Hydroscand,Hydroscand,59.237535,15.125587
Knistad,Knistad,58.421384,13.945566
Maserhallen,Maserhallen,60.491736,15.412246
Stadshuset,Stadshuset,60.490600,15.427514
ResecentrumframsidaTrollhättan,ResecentrumframsidaTrollhättan,58.285471,12.299602
ResecentrumbaksidaTrollhättan,ResecentrumbaksidaTrollhättan,58.287377,12.300852
ICAKvantumBoden,ICAKvantumBoden,65.816691,21.709403
LångbergetsSporthotell,LångbergetsSporthotell,60.818292,12.879572
LångflonsKöpcentrum,LångflonsKöpcentrum,61.046573,12.592082
BranäsFritidscenter(toppen),BranäsFritidscenter(toppen),60.647542,12.938045
Hovfjället,Hovfjället,60.296275,12.964958
BranäsFritidscenter(dalen),BranäsFritidscenter(dalen),60.659530,12.967670
SamverkanskontoretTorgetSysslebäck,SamverkanskontoretTorgetSysslebäck,60.730611,12.871177
Sysslebäcksbadet,Sysslebäcksbadet,60.710561,12.885100
TorsbyFinnskogscentrumiLekvattnet,TorsbyFinnskogscentrumiLekvattnet,60.190711,12.674058
Stjerneskolan/TorsbyBadet,Stjerneskolan/TorsbyBadet,60.140908,13.006419
TorsbyJärnvägsstation,TorsbyJärnvägsstation,60.136181,13.002895
TorsbySkidtunnel&Sportcenter,TorsbySkidtunnel&Sportcenter,60.148345,12.993883
OKQ8Örebro,OKQ8Örebro,59.270750,15.174931
SuperChargerMellbycenter,SuperChargerMellbycenter,56.502788,12.956765
inChargeVäla,inChargeVäla,56.092350,12.764482
Valhallavägen136,Valhallavägen136,59.341572,18.087224
JOBmealGävleAB,JOBmealGävleAB,60.694501,17.122042
OKQ8Örnsköldsvik,OKQ8Örnsköldsvik,63.291570,18.705860
Magasinsgatan-NorraStationsområdet,Magasinsgatan-NorraStationsområdet,56.158613,13.762259
SnabbladdareÅsarnaSkicenter/Fyrfasen,SnabbladdareÅsarnaSkicenter/Fyrfasen,62.640962,14.370520
SuperchargerUlricehamn,SuperchargerUlricehamn,57.813681,13.418913
StoraTorget,StoraTorget,57.264537,16.448425
Simhallsparkeringen,Simhallsparkeringen,56.742537,15.914409
BauhausSickla(f.dFredells),BauhausSickla(f.dFredells),59.302444,18.114331
InnovatumÅngloket,InnovatumÅngloket,58.272940,12.276700
HögskolanVäst,HögskolanVäst,58.281840,12.294235
SlättbergTrollhättan,SlättbergTrollhättan,58.280800,12.301480
Ljungdalen/Fyrfasen,Ljungdalen/Fyrfasen,62.852359,12.793998
BiliaVolvo,BiliaVolvo,58.378150,13.418148
InChargeMAXRestaurang,InChargeMAXRestaurang,58.773638,17.022870
NorrtäljeTingsrätt,NorrtäljeTingsrätt,59.747412,18.680165
Varnhem,Varnhem,58.385932,13.653102
ÄlvhögsborgTrollhättan,ÄlvhögsborgTrollhättan,58.289440,12.293460
CoopForumPiteå,CoopForumPiteå,65.316122,21.474549
KommunkontoretÖsthammar,KommunkontoretÖsthammar,60.260630,18.370810
Bredstorp,Bredstorp,58.026858,15.005841
McDonaldsArvika,McDonaldsArvika,59.661140,12.614045
LillaparkeringenbakomSmedjan,LillaparkeringenbakomSmedjan,60.668265,16.812290
Upphärad,Upphärad,58.158520,12.303670
Osbyjärnvägsstation,Osbyjärnvägsstation,56.380425,13.994377
CMPJörgenKocksgatan,CMPJörgenKocksgatan,55.612097,13.003084
P-husSveaArtilleri,P-husSveaArtilleri,59.342988,18.085470
StortorgetVetlanda,StortorgetVetlanda,57.426661,15.086924
SFVHistoriskaMuseet,SFVHistoriskaMuseet,59.334222,18.089657
HuvudkontorNjudungenergi,HuvudkontorNjudungenergi,57.420727,15.101858
SapaArena,SapaArena,57.440400,15.066418
Borohallen,Borohallen,57.373152,14.890385
Köpmangatan,Köpmangatan,57.403088,14.662872
Njudungsgymnasiet,Njudungsgymnasiet,57.433853,15.079430
Familjebadet,Familjebadet,57.394262,14.677659
Djurgårdsgatan4,Djurgårdsgatan4,57.402378,14.666936
Storgatan39,Storgatan39,57.238106,14.573775
VrigstadVärdshus,VrigstadVärdshus,57.355869,14.468686
Lillgatan1,Lillgatan1,57.320013,14.595895
MyresjöSimhall,MyresjöSimhall,57.385448,14.967450
Centrumgatan2,Centrumgatan2,57.404078,15.499088
Långtidsparkeringen,Långtidsparkeringen,57.427514,15.078840
HerrljungaElektriskaAB,HerrljungaElektriskaAB,58.079317,13.029456
Falkenbergsstrandbad,Falkenbergsstrandbad,56.888706,12.495489
Häljarpsstation,Häljarpsstation,55.860586,12.910899
Gladanparkeringen,Gladanparkeringen,57.424385,15.083864
Margretelund,Margretelund,65.345558,21.396089
Kyrkcenter,Kyrkcenter,65.318129,21.485530
GrandHotelMolle,GrandHotelMolle,56.285035,12.495385
BolidenAffärsområdegruvorSnabbladdning,BolidenAffärsområdegruvorSnabbladdning,64.874281,20.383933
TCO-Garaget,TCO-Garaget,59.3374706,18.0749514
LinköpingCityAirportLångtidnedre,LinköpingCityAirportLångtidnedre,58.407452,15.656443
BolidenAffärsområdeGruvor,BolidenAffärsområdeGruvor,64.874022,20.384330
CoopKonsumPåskallavik,CoopKonsumPåskallavik,57.164627,16.460036
KristdalaTorg,KristdalaTorg,57.400773,16.198038
OKQ8Filipstad,OKQ8Filipstad,59.712959,14.154137
